"","GPNJ7M_10_sample_2B","GPNJ7M_11_sample_2C","GPNJ7M_12_sample_2D","GPNJ7M_13_sample_2E","GPNJ7M_14_sample_2F","GPNJ7M_15_sample_2G","GPNJ7M_16_sample_2H","GPNJ7M_1_sample_1A","GPNJ7M_2_sample_1B","GPNJ7M_3_sample_1C","GPNJ7M_4_sample_1D","GPNJ7M_5_sample_1E","GPNJ7M_6_sample_1F","GPNJ7M_7_sample_1G","GPNJ7M_8_sample_1H","GPNJ7M_9_sample_2A"
"PTI98_002195",2.6471041228994,1.67914877015225,2.52733714468737,-0.534538976646741,1.32018274340348,-0.534538976646741,0.440644395320787,2.10574550567447,-0.534538976646741,-0.534538976646741,-0.534538976646741,1.72830978573728,1.73133530902177,1.63398831217407,3.23432329571644,-0.534538976646741
"PTI98_002221",2.6471041228994,3.60919688260782,2.52733714468737,-0.534538976646741,2.03411608462823,-0.534538976646741,1.95483745283459,2.23853700652411,1.26522027134117,-0.534538976646741,2.58055267960054,1.72830978573728,3.12311865056765,2.3034050814313,2.63167335736022,-0.534538976646741
"PTI98_002223",3.214324434936,1.87492439501434,1.94780675842175,3.66131819113979,3.3904954347786,4.31521155452308,3.74430724966713,2.75514340072266,3.6564155535866,3.08206605305092,3.96748807644176,4.17329576861732,3.12311865056765,2.92639323912804,3.560717496437,2.35622207198077
"PTI98_002236",1.79947242856246,3.60919688260782,1.94780675842175,2.14757029830022,0.777410041868212,1.96874685729874,2.1304872784635,2.73908990410311,-0.534538976646741,-0.534538976646741,0.927060545779615,2.55775760597388,2.99969038277785,2.75484620080307,1.70211719628733,-0.534538976646741
"PTI98_002238",-0.534538976646741,2.21142973371224,1.41884575232499,-0.534538976646741,1.32018274340348,0.739733917003751,1.12846634345246,1.26518073338323,-0.534538976646741,-0.534538976646741,-0.534538976646741,0.785893792424234,1.97724122563701,1.82659569513447,1.30908605433219,-0.534538976646741
"PTI98_002242",3.214324434936,3.60919688260782,3.50312371047028,2.14757029830022,2.541078473729,1.26990725059177,3.17239941620527,4.09764816819256,2.84839696718278,4.13041191979913,2.82916749858672,3.27026422936065,3.34514188244956,4.51910010947245,3.37243800455904,1.56975959030317
"PTI98_002274",4.77730125829347,2.49560158508321,2.52733714468737,4.11585163995619,1.71509235430925,0.739733917003751,0.725485562238534,4.67687650469996,1.26522027134117,3.08206605305092,3.40697875005292,2.95235631827348,1.97724122563701,0.586902221651609,1.70211719628733,3.92189286631609
"PTI98_002276",1.79947242856246,5.91591637229959,3.30771892406609,2.14757029830022,2.541078473729,2.85581448110525,5.05706805175899,1.96259385003801,1.26522027134117,-0.534538976646741,2.82916749858672,1.33148983356405,1.44314215584328,1.63398831217407,0.769087822908562,-0.534538976646741
"PTI98_002311",-0.534538976646741,3.14413415456551,3.0864148768201,3.06950004459765,3.5184636689072,2.46657606121471,3.13425719327972,3.98702364589187,1.96264532615769,3.08206605305092,2.29099618773006,2.76666631825722,2.86612709475106,4.89269360198271,3.73174926538221,2.35622207198077
"PTI98_002315",1.79947242856246,1.87492439501434,-0.534538976646741,-0.534538976646741,3.96057556887811,2.46657606121471,3.10083894921547,1.26518073338323,1.26522027134117,3.08206605305092,0.927060545779615,0.785893792424234,2.38675842387202,0.961535333737414,0.368603143138609,1.56975959030317
