"","GPNJ7M_11_sample_2C","GPNJ7M_12_sample_2D","GPNJ7M_14_sample_2F","GPNJ7M_15_sample_2G","GPNJ7M_16_sample_2H","GPNJ7M_1_sample_1A","GPNJ7M_2_sample_1B","GPNJ7M_4_sample_1D","GPNJ7M_5_sample_1E","GPNJ7M_6_sample_1F","GPNJ7M_7_sample_1G","GPNJ7M_8_sample_1H"
"AAD021_012692",0,0,0,0,0,0,0,0,0,0,0,0
"AAD021_012356",0,0,2.02852830077597,0,1.11339479990978,0.777536129128896,0,0,2.10858358113276,4.74244200790193,1.60361983702353,1.97357721215232
"AAD021_012357",8.0714807378871,4.91266731557024,8.11411320310389,11.0319895378675,3.73314727028575,7.4643468396374,0,2.65745350199809,8.43433432453103,4.74244200790193,7.37665125030824,6.90752024253311
"AAD021_012358",40.3574036894355,44.2140058401322,22.3138113085357,23.9026439987129,19.3861682807821,36.2331836174065,32.4302699455493,29.231988521979,18.9772522301948,52.1668620869213,13.149682663593,31.5772353944371
"AAD021_012359",4.61227470736406,8.18777885928374,4.05705660155195,0,3.73314727028575,2.9546372906898,3.60336332728325,2.65745350199809,6.32575074339827,1.58081400263398,4.81085951107059,2.96036581822848
"AAD021_012360",6.91841206104608,9.82533463114049,4.05705660155195,1.83866492297791,3.34018439972935,5.59826012972805,0,5.31490700399617,6.32575074339827,7.90407001316989,4.81085951107059,3.94715442430463
"AAD021_012361",2.30613735368203,0,4.05705660155195,0,0.327469058796995,1.08855058078045,0,0,2.10858358113276,0,0.320723967404706,0
"AAD021_012362",17.2960301526152,13.100446174854,2.02852830077597,14.7093193838233,9.30012126983467,10.574491356153,10.8100899818498,21.2596280159847,12.6515014867965,11.0656980184378,14.1118545658071,5.92073163645695
"AAD021_012363",3.45920603052304,4.91266731557024,0,1.83866492297791,1.57185148222558,4.35420232312182,0,2.65745350199809,0,4.74244200790193,3.20723967404706,3.94715442430463
"AAD021_012364",11.5306867684101,6.55022308742699,0,5.51599476893374,5.69796162306772,18.3498526474419,10.8100899818498,2.65745350199809,12.6515014867965,20.5505820342417,16.35692233764,12.8282518789901
"AAD021_012365",0,3.2751115437135,0,3.67732984595582,1.89932054102257,3.7321734198187,3.60336332728325,0,2.10858358113276,7.90407001316989,3.52796364145177,1.97357721215232
"AAD021_012366",0,0,0,0,0.72043192935339,0.311014451651558,0,2.65745350199809,0,0,0.320723967404706,0
"AAD021_012367",0,0,0,0,0.261975247037596,1.08855058078045,0,0,0,0,0.320723967404706,0
"AAD021_012368",5.76534338420507,1.63755577185675,8.11411320310389,3.67732984595582,4.45357919963914,13.0626069693654,7.2067266545665,7.97236050599426,10.5429179056638,9.48488401580387,8.01809918511766,7.89430884860927
"AAD021_012369",0,1.63755577185675,0,0,0.0654938117593991,0,0,0,0,0,0.320723967404706,0
"AAD021_012370",14.9898927989332,14.7380019467107,22.3138113085357,3.67732984595582,16.5044405633686,7.77536129128896,10.8100899818498,7.97236050599426,2.10858358113276,4.74244200790193,8.98027108733177,0.986788606076158
"AAD021_012371",14.9898927989332,11.4628904029972,12.1711698046558,1.83866492297791,13.950181904752,13.6846358726686,0,10.6298140079923,4.21716716226551,4.74244200790193,17.3190942398541,9.86788606076158
"AAD021_012372",0,1.63755577185675,0,1.83866492297791,0.0654938117593991,0.466521677477337,0,0,0,0,0.962171902214119,0
"AAD021_012373",33.4389916283894,54.0393404712727,20.2852830077597,29.4186387676466,25.3461051508874,14.773186453449,7.2067266545665,13.2872675099904,12.6515014867965,20.5505820342417,13.149682663593,16.7754063032947
"AAD021_012374",0,0,0,0,0,0,0,0,0,0,0,0
"AAD021_012375",4.61227470736406,3.2751115437135,2.02852830077597,3.67732984595582,1.89932054102257,6.99782516216006,0,2.65745350199809,2.10858358113276,1.58081400263398,9.30099505473648,7.89430884860927
"AAD021_012376",1.15306867684101,1.63755577185675,6.08558490232792,3.67732984595582,4.25709776436094,9.48594077537253,3.60336332728325,10.6298140079923,6.32575074339827,0,4.81085951107059,16.7754063032947
"AAD021_012377",2.30613735368203,1.63755577185675,0,1.83866492297791,1.37537004694738,1.24405780660623,0,0,2.10858358113276,0,2.88651570664236,1.97357721215232
"AAD021_012378",44.9696783967995,34.3886712089917,22.3138113085357,22.063979075735,11.5269108696542,15.7062298084037,32.4302699455493,18.6021745139866,21.0858358113276,20.5505820342417,31.1102248382565,10.8546746668377
"AAD021_012379",0,0,6.08558490232792,3.67732984595582,9.16913364631587,10.8855058078045,3.60336332728325,15.9447210119885,8.43433432453103,1.58081400263398,7.69737521771295,1.97357721215232
"AAD021_012380",0,0,6.08558490232792,3.67732984595582,2.16129578806017,2.79913006486403,3.60336332728325,2.65745350199809,2.10858358113276,1.58081400263398,4.81085951107059,1.97357721215232
"AAD021_012381",5.76534338420507,1.63755577185675,2.02852830077597,5.51599476893374,5.63246781130832,3.7321734198187,3.60336332728325,2.65745350199809,0,1.58081400263398,3.20723967404706,1.97357721215232
"AAD021_012382",3.45920603052304,4.91266731557024,10.1426415038799,7.35465969191165,6.35289974066171,6.84231793633428,7.2067266545665,5.31490700399617,4.21716716226551,4.74244200790193,5.77303141328471,13.8150404850662
"AAD021_012383",114.15379900726,645.196974111559,22.3138113085357,12.8706544608454,1.96481435278197,35.922169165755,28.826906618266,23.9170815179828,10.5429179056638,6.32325601053591,2.56579173923765,293.076216004619
"AAD021_012384",0,0,0,0,0.0654938117593991,0.155507225825779,0,0,0,0,0.320723967404706,0
"AAD021_012385",0,0,0,1.83866492297791,0.916913364631587,2.17710116156091,0,0,2.10858358113276,0,2.24506777183294,4.93394303038079
"AAD021_012386",10.3776180915691,1.63755577185675,2.02852830077597,3.67732984595582,3.40567821148875,6.99782516216006,3.60336332728325,5.31490700399617,10.5429179056638,7.90407001316989,7.69737521771295,1.97357721215232
"AAD021_012387",0,0,0,0,0,0,0,0,0,0,0,0
"AAD021_012388",0,0,0,0,0,0,0,0,0,0,0,0
"AAD021_012389",0,0,0,0,0,0,0,0,0,0,0,0
"AAD021_012390",0,0,0,0,0,0,0,0,0,0,0,0
"AAD021_012391",0,0,0,0,0,0,0,0,0,0,0,0
"AAD021_012392",0,0,0,0,0,0,0,0,0,0,0,0
"AAD021_012393",1.15306867684101,0,0,0,0,0,0,0,0,0,0.320723967404706,0
"AAD021_012394",0,0,0,0,0,0.311014451651558,0,0,0,0,0,0
"AAD021_012395",0,0,0,0,0,0,0,0,0,0,0,0
"AAD021_012396",0,0,0,0,0,0,0,0,0,0,0,0
"AAD021_012397",0,0,0,0,0,0,0,0,0,0,0,0
"AAD021_012398",0,0,0,0,0,0,0,0,0,0,0,0
"AAD021_012399",2.30613735368203,1.63755577185675,0,3.67732984595582,1.50635767046618,2.17710116156091,0,5.31490700399617,2.10858358113276,1.58081400263398,1.92434380442824,3.94715442430463
"AAD021_012400",3.45920603052304,3.2751115437135,12.1711698046558,5.51599476893374,10.9374665638196,3.7321734198187,7.2067266545665,5.31490700399617,4.21716716226551,1.58081400263398,2.24506777183294,5.92073163645695
"AAD021_012401",0,0,0,5.51599476893374,1.63734529398498,1.86608670990935,0,0,2.10858358113276,1.58081400263398,3.20723967404706,2.96036581822848
"AAD021_012402",1.15306867684101,1.63755577185675,0,0,2.61975247037596,6.53130348468272,0,7.97236050599426,8.43433432453103,3.16162800526796,6.73520331549883,3.94715442430463
"AAD021_012403",0,1.63755577185675,0,0,0.130987623518798,0,0,0,0,0,0.320723967404706,0
"AAD021_012404",0,1.63755577185675,0,0,0.0654938117593991,0.155507225825779,0,0,0,0,0.641447934809412,0
"AAD021_012405",3.45920603052304,16.3755577185675,8.11411320310389,7.35465969191165,6.41839355242111,0.777536129128896,7.2067266545665,2.65745350199809,2.10858358113276,1.58081400263398,2.88651570664236,6.90752024253311
"AAD021_012406",2.30613735368203,0,2.02852830077597,1.83866492297791,2.42327103509777,4.35420232312182,0,2.65745350199809,0,1.58081400263398,4.49013554366589,1.97357721215232
"AAD021_012407",0,1.63755577185675,0,0,0.261975247037596,0,0,0,0,0,0.320723967404706,0
"AAD021_012408",0,1.63755577185675,0,0,0.851419552872188,0.311014451651558,0,0,0,0,0.320723967404706,0
"AAD021_012409",1.15306867684101,0,2.02852830077597,3.67732984595582,1.44086385870678,1.86608670990935,3.60336332728325,2.65745350199809,0,1.58081400263398,5.77303141328471,2.96036581822848
"AAD021_012410",0,0,0,0,0,0,0,0,0,0,0,0
"AAD021_012411",0,0,0,0,0,0,0,2.65745350199809,0,0,0,0
"AAD021_012412",0,0,4.05705660155195,0,1.76833291750378,0.311014451651558,3.60336332728325,0,0,0,0.320723967404706,0.986788606076158
"AAD021_012413",1.15306867684101,0,0,1.83866492297791,3.60215964676695,1.39956503243201,3.60336332728325,2.65745350199809,0,1.58081400263398,2.24506777183294,5.92073163645695
"AAD021_012414",1.15306867684101,1.63755577185675,6.08558490232792,0,2.48876484685717,3.42115896816714,0,2.65745350199809,0,1.58081400263398,0.641447934809412,0
"AAD021_012415",2.30613735368203,1.63755577185675,10.1426415038799,0,6.35289974066171,3.26565174234136,3.60336332728325,10.6298140079923,4.21716716226551,1.58081400263398,3.84868760885647,1.97357721215232
"AAD021_012416",1.15306867684101,1.63755577185675,2.02852830077597,5.51599476893374,10.2825284462257,1.71057948408357,0,2.65745350199809,0,1.58081400263398,1.60361983702353,0.986788606076158
"AAD021_012417",4.61227470736406,6.55022308742699,2.02852830077597,5.51599476893374,8.51419552872188,8.86391187206941,3.60336332728325,0,6.32575074339827,4.74244200790193,8.98027108733177,4.93394303038079
"AAD021_012418",10.3776180915691,4.91266731557024,10.1426415038799,3.67732984595582,9.03814602279707,3.42115896816714,14.413453309133,7.97236050599426,4.21716716226551,3.16162800526796,3.20723967404706,2.96036581822848
"AAD021_012419",8.0714807378871,0,0,1.83866492297791,3.27469058796995,2.64362283903825,3.60336332728325,2.65745350199809,4.21716716226551,0,4.81085951107059,1.97357721215232
"AAD021_012420",0,0,0,0,0.196481435278197,0.933043354954675,0,0,0,1.58081400263398,1.60361983702353,0.986788606076158
"AAD021_012421",0,3.2751115437135,4.05705660155195,1.83866492297791,1.83382672926317,1.24405780660623,0,2.65745350199809,0,4.74244200790193,1.92434380442824,1.97357721215232
"AAD021_012422",0,0,0,0,0,0.155507225825779,0,0,0,0,0,0
"AAD021_012423",0,0,0,0,0,0,0,0,0,0,0,0
"AAD021_012424",0,0,0,0,0,0,0,0,0,0,0,0
"AAD021_012425",0,0,0,0,0,0,0,0,0,0,0,0
"AAD021_012426",0,0,0,0,0,0,0,0,0,0,0,0
"AAD021_012427",0,0,0,0,0,0,0,0,0,0,0,0
"AAD021_012428",0,0,0,0,0,0,0,0,0,0,0,0
"AAD021_012429",0,0,0,0,0,0,0,0,0,0,0,0
"AAD021_012430",0,0,0,0,0,0,0,0,0,0,0,0
