"","GPNJ7M_10_sample_2B","GPNJ7M_11_sample_2C","GPNJ7M_12_sample_2D","GPNJ7M_13_sample_2E","GPNJ7M_14_sample_2F","GPNJ7M_15_sample_2G","GPNJ7M_16_sample_2H","GPNJ7M_1_sample_1A","GPNJ7M_2_sample_1B","GPNJ7M_3_sample_1C","GPNJ7M_4_sample_1D","GPNJ7M_5_sample_1E","GPNJ7M_6_sample_1F","GPNJ7M_7_sample_1G","GPNJ7M_8_sample_1H","GPNJ7M_9_sample_2A"
"AAD021_012357",0.300750835902547,2.57589354864796,2.02707535655388,2.65912073188444,2.54449298073,2.92000964266535,1.92633467355988,2.47175499288429,0.300750835902547,0.300750835902547,1.57756960487997,2.55405525091019,2.02251481737494,2.54411061552997,2.34777054284587,2.84381442662035
"AAD021_012358",3.54564757189972,4.5913201938181,4.58291897997869,2.65912073188444,3.72974847243255,3.88178302446368,3.66150243680208,4.40561566257269,4.24421273177858,0.300750835902547,4.01934092072648,3.48086409635267,4.86078909281672,3.18227151417735,4.14672642343809,4.7997040148026
"AAD021_012360",0.300750835902547,2.42238207116563,2.67902199054891,3.46073632171081,1.92168445067587,1.41296210205581,1.84026087462513,2.20134296695848,0.300750835902547,4.34208316412664,2.0975932684818,2.27590521096018,2.48685076633432,2.14191963467113,1.86902381709442,2.15741468377137
"AAD021_012362",2.32293579169294,3.44628369097307,2.99549378675217,3.46073632171081,1.44462661896613,3.25612561540043,2.78088115611468,2.83550447947488,2.85277305597322,0.300750835902547,3.59232219985406,2.99200156549163,2.8392714290521,3.26726945083478,2.20597145446869,3.31631775104177
"AAD021_012364",3.05037852309166,2.96084074244337,2.2787129230829,2.65912073188444,0.300750835902547,2.21818294858962,2.28866370096312,3.48887651483593,2.85277305597322,0.300750835902547,1.57756960487997,2.99200156549163,3.58040464636686,3.44995788635327,2.99540205627537,2.84381442662035
"AAD021_012368",3.05037852309166,2.25088387366066,1.29088927398819,2.65912073188444,2.54449298073,1.87951123868865,2.07067231469965,3.07506114086604,2.43107084495992,0.300750835902547,2.47088828493261,2.78855903319244,2.67322339520844,2.62955870355394,2.47686890447418,3.31631775104177
"AAD021_012370",0.300750835902547,3.26923871501343,3.13247387669443,0.300750835902547,3.72974847243255,1.87951123868865,3.45395214894439,2.51232320998413,2.85277305597322,0.300750835902547,2.47088828493261,1.45023858216176,2.02251481737494,2.74935771122814,1.06213393971444,0.300750835902547
"AAD021_012371",3.54564757189972,3.26923871501343,2.84534268964209,4.39262918759125,2.98121058860387,1.41296210205581,3.24626447795692,3.12962748113843,0.300750835902547,3.41462089210446,2.76840702496568,1.92914779750138,2.02251481737494,3.52261714188865,2.70572797561036,2.84381442662035
"AAD021_012373",3.05037852309166,4.33010994402577,4.86875268910204,3.46073632171081,3.60421683230317,4.16537857962535,4.02277855909514,3.22080750012883,2.43107084495992,4.34208316412664,3.01751792840989,2.99200156549163,3.58040464636686,3.18227151417735,3.3134180507456,4.23308291341045
"AAD021_012378",3.92811303961406,4.74449910413277,4.23498321067795,3.46073632171081,3.72974847243255,3.77381806196706,3.02100878804709,3.29502955506992,4.24421273177858,0.300750835902547,3.42186076358374,3.6165266376207,3.58040464636686,4.31161304873662,2.80843868077665,3.31631775104177
