"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AAD021_012484",10.0897121309512,-4.80163855583384,1.02360555978483,-4.69090706858138,2.71996499958905e-06,0.0128627144830566
"AAD021_007143",35.181619311225,4.08655649395386,1.04029165245737,3.92827961687536,8.5555702525184e-05,0.202296458620797
"AAD021_000373",36.4364837206426,-3.96811431474022,1.05276058760082,-3.76924664684049,0.000163741020510746,0.258110428665106
"AAD021_010188",15.9334925834066,5.5329264640989,1.55240723256222,3.5640947478497,0.000365114063262572,0.322631833395502
"AAD021_007111",17.7413132544933,3.28207199063595,0.903679469878608,3.63189836665962,0.000281343930844517,0.322631833395502
"AAD021_001484",28.6350877817861,-2.94200169366865,0.832488506340661,-3.53398475926197,0.000409344681829777,0.322631833395502
"AAD021_009879",372.41217590573,-3.03745328920171,0.896333030812469,-3.38875527821222,0.000702106411764164,0.386214489416816
"AAD021_007641",36.0018394241715,-2.784627673027,0.828002103377753,-3.36306835655053,0.000770812747002648,0.386214489416816
"AAD021_008890",7.40527067231179,3.6892670851123,1.10223645531326,3.34707409406432,0.000816693781807604,0.386214489416816
"AAD021_001915",127.856625209022,-4.36835109159294,1.27050153584224,-3.43828871383226,0.000585403179600976,0.386214489416816
"AAD021_009019",10.7984457754662,3.56981534747176,1.10250623270418,3.23790944810884,0.00120409020642728,0.474511882182884
"AAD021_005830",10.4265969683089,-4.49251280667205,1.38016730101009,-3.25504944464644,0.00113372625996338,0.474511882182884
"AAD021_007391",8.28240048805302,-3.28371357299675,1.09521934637342,-2.99822458749478,0.00271557475639733,0.854643533851196
"AAD021_003603",18.8838603547575,2.79377140607614,0.923493635299875,3.02521998992332,0.00248452341086433,0.854643533851196
"AAD021_002222",32.5855289813148,-2.70265086115127,0.906770994932077,-2.98052195786624,0.00287757607355977,0.854643533851196
"AAD021_000809",12.0386683101591,-3.05340665646285,1.02496522173353,-2.97903440206353,0.0028915831130512,0.854643533851196
