"","GPNJ7M_11_sample_2C","GPNJ7M_12_sample_2D","GPNJ7M_14_sample_2F","GPNJ7M_15_sample_2G","GPNJ7M_16_sample_2H","GPNJ7M_1_sample_1A","GPNJ7M_2_sample_1B","GPNJ7M_4_sample_1D","GPNJ7M_5_sample_1E","GPNJ7M_6_sample_1F","GPNJ7M_7_sample_1G","GPNJ7M_8_sample_1H"
"AAD021_012641",13.7613224924974,3.26437025268901,4.05847365314825,12.8116081489205,5.28790049313951,4.4797784425168,3.63955405209675,2.66325681060468,2.10858358113276,11.0204015881314,5.11191409538607,2.95203919386612
"AAD021_012652",4.58710749749912,1.6321851263445,8.1169473062965,3.66045947112014,5.35318321527703,7.1058554605439,18.1977702604837,5.32651362120936,18.9772522301948,7.87171542009386,8.30686040500236,3.93605225848816
"AAD021_012357",8.02743812062345,4.89655537903352,8.1169473062965,10.9813784133604,3.72111516183891,7.41480569795885,0,2.66325681060468,8.43433432453103,4.72302925205632,7.34837651211747,6.88809145235428
"AAD021_012358",40.1371906031173,44.0689984113016,22.3216050923154,23.7929865622809,19.3236857527073,35.9927026588419,32.7559864688707,29.2958249166515,18.9772522301948,51.9533217726195,13.0992798694268,31.4884180679053
"AAD021_012359",4.58710749749912,8.16092563172252,4.05847365314825,0,3.72111516183891,2.93502725544204,3.63955405209675,2.66325681060468,6.32575074339827,1.57434308401877,4.79241946442444,2.95203919386612
"AAD021_012360",6.88066124624868,9.79311075806703,4.05847365314825,1.83022973556007,3.32941882901376,5.56110427346914,0,5.32651362120936,6.32575074339827,7.87171542009386,4.79241946442444,3.93605225848816
"AAD021_012362",17.2016531156217,13.057481010756,2.02923682657412,14.6418378844806,9.27014654352852,10.5043080721084,10.9186621562902,21.3060544848374,12.6515014867965,11.0204015881314,14.0577637623117,5.90407838773224
"AAD021_012364",11.4677687437478,6.52874050537802,0,5.49068920668022,5.67959682596466,18.2280640074822,10.9186621562902,2.66325681060468,12.6515014867965,20.466460092244,16.2942261790431,12.7921698400865
"AAD021_012368",5.7338843718739,1.6321851263445,8.1169473062965,3.66045947112014,4.43922510535169,12.975909971428,7.2791081041935,7.98977043181404,10.5429179056638,9.44605850411264,7.98736577404073,7.87210451697632
"AAD021_012370",14.9080993668721,14.6896661371005,22.3216050923154,3.66045947112014,16.4512459786562,7.7237559353738,10.9186621562902,7.98977043181404,2.10858358113276,4.72302925205632,8.94584966692562,0.98401306462204
"AAD021_012371",14.9080993668721,11.4252958844115,12.1754209594447,1.83022973556007,13.9052198152928,13.5938104462579,0,10.6530272424187,4.21716716226551,4.72302925205632,17.252710071928,9.8401306462204
"AAD021_012373",33.2565293568686,53.8621091693687,20.2923682657412,29.2836757689612,25.2644134672221,14.6751362772102,7.2791081041935,13.3162840530234,12.6515014867965,20.466460092244,13.0992798694268,16.7282220985747
"AAD021_012375",4.58710749749912,3.26437025268901,2.02923682657412,3.66045947112014,1.89319894198822,6.95138034183642,0,2.66325681060468,2.10858358113276,1.57434308401877,9.26534429788724,7.87210451697632
"AAD021_012376",1.14677687437478,1.6321851263445,6.08771047972237,3.66045947112014,4.24337693893911,9.42298224115604,3.63955405209675,10.6530272424187,6.32575074339827,0,4.79241946442444,16.7282220985747
"AAD021_012378",44.7242981006164,34.2758876532346,22.3216050923154,21.9627568267209,11.4897590962044,15.6019869894551,32.7559864688707,18.6427976742328,21.0858358113276,20.466460092244,30.990979203278,10.8241437108424
"AAD021_012379",0,0,6.08771047972237,3.66045947112014,9.13958109925347,10.8132583095233,3.63955405209675,15.9795408636281,8.43433432453103,1.57434308401877,7.6678711430791,1.96802612924408
"AAD021_012380",0,0,6.08771047972237,3.66045947112014,2.15432983053832,2.78055213673457,3.63955405209675,2.66325681060468,2.10858358113276,1.57434308401877,4.79241946442444,1.96802612924408
"AAD021_012381",5.7338843718739,1.6321851263445,2.02923682657412,5.49068920668022,5.61431410382713,3.70740284897942,3.63955405209675,2.66325681060468,0,1.57434308401877,3.19494630961629,1.96802612924408
"AAD021_012382",3.44033062312434,4.89655537903352,10.1461841328706,7.32091894224029,6.3324240473399,6.79690522312895,7.2791081041935,5.32651362120936,4.21716716226551,4.72302925205632,5.75090335730932,13.7761829047086
"AAD021_012383",113.530910563103,643.080939779735,22.3216050923154,12.8116081489205,1.95848166412574,35.683752421427,29.116432416774,23.9693112954421,10.5429179056638,6.29737233607509,2.55595704769303,292.251880192746
"AAD021_012386",10.320991869373,1.6321851263445,2.02923682657412,3.66045947112014,3.39470155115129,6.95138034183642,3.63955405209675,5.32651362120936,10.5429179056638,7.87171542009386,7.6678711430791,1.96802612924408
"AAD021_012400",3.44033062312434,3.26437025268901,12.1754209594447,5.49068920668022,10.9022145969666,3.70740284897942,7.2791081041935,5.32651362120936,4.21716716226551,1.57434308401877,2.2364624167314,5.90407838773224
"AAD021_012402",1.14677687437478,1.6321851263445,0,0,2.61130888550099,6.48795498571399,0,7.98977043181404,8.43433432453103,3.14868616803755,6.70938725019421,3.93605225848816
"AAD021_012405",3.44033062312434,16.321851263445,8.1169473062965,7.32091894224029,6.39770676947743,0.77237559353738,7.2791081041935,2.66325681060468,2.10858358113276,1.57434308401877,2.87545167865466,6.88809145235428
"AAD021_012406",2.29355374874956,0,2.02923682657412,1.83022973556007,2.41546071908842,4.32530332380933,0,2.66325681060468,0,1.57434308401877,4.47292483346281,1.96802612924408
"AAD021_012414",1.14677687437478,1.6321851263445,6.08771047972237,0,2.48074344122594,3.39845261156447,0,2.66325681060468,0,1.57434308401877,0.638989261923258,0
"AAD021_012415",2.29355374874956,1.6321851263445,10.1461841328706,0,6.3324240473399,3.243977492857,3.63955405209675,10.6530272424187,4.21716716226551,1.57434308401877,3.83393557153955,1.96802612924408
"AAD021_012417",4.58710749749912,6.52874050537802,2.02923682657412,5.49068920668022,8.48675387787822,8.80508176632613,3.63955405209675,0,6.32575074339827,4.72302925205632,8.94584966692562,4.9200653231102
"AAD021_012418",10.320991869373,4.89655537903352,10.1461841328706,3.66045947112014,9.00901565497842,3.39845261156447,14.558216208387,7.98977043181404,4.21716716226551,3.14868616803755,3.19494630961629,2.95203919386612
