"","GPNJ7M_11_sample_2C","GPNJ7M_12_sample_2D","GPNJ7M_14_sample_2F","GPNJ7M_15_sample_2G","GPNJ7M_16_sample_2H","GPNJ7M_1_sample_1A","GPNJ7M_2_sample_1B","GPNJ7M_4_sample_1D","GPNJ7M_5_sample_1E","GPNJ7M_6_sample_1F","GPNJ7M_7_sample_1G","GPNJ7M_8_sample_1H"
"AAD021_012641",3.6377484468862,1.86801405510654,2.1000623999207,3.53733604728918,2.40104599622808,2.2100928570814,1.98209689842423,1.66498905466222,1.44918214013177,3.33056226889271,2.3614715529733,1.7659689619177
"AAD021_012652",2.23688913670167,1.23374056172966,2.92726175602854,1.9882070505518,2.415466781796,2.75901992525072,4.04402715368781,2.40959213133071,4.10657139684554,2.88807175299621,2.95696440748952,2.06653001355456
"AAD021_012357",2.91306885774576,2.31158706829124,2.92726175602854,3.32576143696347,2.00579674750916,2.81236458750873,-0.320683270412424,1.66498905466222,2.97659738404919,2.27015569566215,2.80104777779055,2.72028698130034
"AAD021_012358",5.27908263535058,5.43147385180497,4.35163696163289,4.44937961692507,4.13364930676861,5.10243232719418,4.95102674393226,4.77360369703136,4.10657139684554,5.70049581992617,3.56835441162647,4.88804875172263
"AAD021_012359",2.23688913670167,2.93418920692236,2.1000623999207,-0.320683270412424,2.00579674750916,1.76020617023182,1.98209689842423,1.66498905466222,2.61552307994925,1.20514787686823,2.28686022870833,1.7659689619177
"AAD021_012360",2.71894813872161,3.17224048077143,2.1000623999207,1.32735763249517,1.88842213135719,2.46050189560887,-0.320683270412424,2.40959213133071,2.61552307994925,2.88807175299621,2.28686022870833,2.06653001355456
"AAD021_012362",3.96062661454178,3.56388106618609,1.41550680050986,3.72607503000807,3.09972008553639,3.26588662221065,3.31801598689651,4.28084257376149,3.51983297950634,3.33056226889271,3.66797069043058,2.53198943203372
"AAD021_012364",3.38462115718649,2.65416749813176,-0.320683270412424,2.44539952054192,2.48558149002437,4.04650110890929,3.31801598689651,1.66498905466222,3.51983297950634,4.22004008705286,3.88098712030333,3.5352203017125
"AAD021_012368",2.49693495231376,1.23374056172966,2.92726175602854,1.9882070505518,2.1998431432716,3.55511859819203,2.7891592558608,2.90705819315323,3.27081650132873,3.1244797038209,2.90667370935013,2.88813470402145
"AAD021_012370",3.7519557645883,3.73075132162816,4.35163696163289,1.9882070505518,3.89503016979274,2.86395086327541,3.31801598689651,2.90705819315323,1.44918214013177,2.27015569566215,3.05305634869927,0.870690132390864
"AAD021_012371",3.7519557645883,3.37956391666498,3.46672579123688,1.32735763249517,3.65248220943051,3.62044308359804,-0.320683270412424,3.28479248089376,2.14245269578776,2.27015569566215,3.96500099582726,3.17860368613742
"AAD021_012373",4.97529810804401,5.75936515663461,4.20715809410539,4.77294879974396,4.5420017474735,3.72933197774973,2.7891592558608,3.59139897274865,3.51983297950634,4.22004008705286,3.56835441162647,3.9195303990262
"AAD021_012375",2.23688913670167,1.86801405510654,1.41550680050986,1.9882070505518,1.35584969646651,2.73164420887282,-0.320683270412424,1.66498905466222,1.44918214013177,1.20514787686823,3.09903881872968,2.88813470402145
"AAD021_012376",0.972098383474804,1.23374056172966,2.56892929077269,1.9882070505518,2.14934100112017,3.12125327003726,1.98209689842423,3.28479248089376,2.61552307994925,-0.320683270412424,2.28686022870833,3.9195303990262
"AAD021_012378",5.45559116322036,5.02372975629921,4.35163696163289,4.32694958898939,3.38723354416749,3.81771049180917,4.95102674393226,4.08001545098689,4.26510151008044,4.22004008705286,4.86271662580225,3.30627267437306
"AAD021_012379",-0.320683270412424,-0.320683270412424,2.56892929077269,1.9882070505518,3.08109449104205,3.30491474142846,1.98209689842423,3.85250171764847,2.97659738404919,1.20514787686823,2.85474386668196,1.38897420185453
"AAD021_012380",-0.320683270412424,-0.320683270412424,2.56892929077269,1.9882070505518,1.46824368885516,1.70683376479027,1.98209689842423,1.66498905466222,1.44918214013177,1.20514787686823,2.28686022870833,1.38897420185453
"AAD021_012381",2.49693495231376,1.23374056172966,1.41550680050986,2.44539952054192,2.47181529447936,2.00183814257279,1.98209689842423,1.66498905466222,-0.320683270412424,1.20514787686823,1.84592362485385,1.38897420185453
"AAD021_012382",1.92259419783429,2.31158706829124,3.21941670097854,2.79634607968492,2.61680910403553,2.70377542332062,2.7891592558608,2.40959213133071,2.14245269578776,2.27015569566215,2.50047685282968,3.63927562114087
"AAD021_012383",6.94385501093646,9.4638469336657,4.35163696163289,3.53733604728918,1.38479198268577,5.08852458498189,4.76390923316879,4.46073729086689,3.27081650132873,2.61004215111929,1.6256467502909,8.3830120250583
"AAD021_012386",3.24226906533969,1.23374056172966,1.41550680050986,1.9882070505518,1.90862946009213,2.73164420887282,1.98209689842423,2.40959213133071,3.27081650132873,2.88807175299621,2.85474386668196,1.38897420185453
"AAD021_012400",1.92259419783429,1.86801405510654,3.46672579123688,2.44539952054192,3.31597859003817,2.00183814257279,2.7891592558608,2.40959213133071,2.14245269578776,1.20514787686823,1.50184667192969,2.53198943203372
"AAD021_012402",0.972098383474804,1.23374056172966,-0.320683270412424,-0.320683270412424,1.64607265104495,2.64648054786909,-0.320683270412424,2.90705819315323,2.97659738404919,1.83102156805873,2.68776028036934,2.06653001355456
"AAD021_012405",1.92259419783429,3.88346591697709,2.92726175602854,2.79634607968492,2.62933332453294,0.724129159372018,2.7891592558608,1.66498905466222,1.44918214013177,1.20514787686823,1.73984792213043,2.72028698130034
"AAD021_012406",1.52475334087621,-0.320683270412424,1.41550680050986,1.32735763249517,1.57249183547701,2.17067238066496,-0.320683270412424,1.66498905466222,-0.320683270412424,1.20514787686823,2.20836550463935,1.38897420185453
"AAD021_012414",0.972098383474804,1.23374056172966,2.56892929077269,-0.320683270412424,1.59742998914312,1.90978235915564,-0.320683270412424,1.66498905466222,-0.320683270412424,1.20514787686823,0.620493606702025,-0.320683270412424
"AAD021_012415",1.52475334087621,1.23374056172966,3.21941670097854,-0.320683270412424,2.61680910403553,1.86155873486441,1.98209689842423,3.28479248089376,2.14245269578776,1.20514787686823,2.03797941062297,1.38897420185453
