"gene","module"
"AAD021_008008","orange"
"AAD021_008011","red"
"AAD021_008012","grey"
"AAD021_008013","darkmagenta"
"AAD021_008014","blue"
"AAD021_008018","tan"
"AAD021_008020","red"
"AAD021_008024","brown"
"AAD021_008025","magenta"
"AAD021_008027","blue"
"AAD021_008028","lightcyan"
"AAD021_008029","turquoise"
"AAD021_008030","saddlebrown"
"AAD021_008031","black"
"AAD021_008033","yellowgreen"
"AAD021_008034","brown"
"AAD021_008036","greenyellow"
"AAD021_008039","green"
"AAD021_008040","darkgrey"
"AAD021_008041","darkorange"
"AAD021_008043","yellow"
"AAD021_008045","magenta"
"AAD021_008046","purple"
"AAD021_008047","cyan"
"AAD021_008049","blue"
"AAD021_008050","orange"
"AAD021_008051","cyan"
"AAD021_008052","blue"
"AAD021_008054","darkgrey"
"AAD021_008058","lightgreen"
"AAD021_008063","salmon"
"AAD021_008065","midnightblue"
"AAD021_008066","blue"
"AAD021_008067","turquoise"
"AAD021_008068","yellow"
"AAD021_008070","royalblue"
"AAD021_008071","yellow"
"AAD021_008072","royalblue"
"AAD021_008073","skyblue"
"AAD021_008074","green"
"AAD021_008075","tan"
"AAD021_008077","darkmagenta"
"AAD021_008078","white"
"AAD021_008079","turquoise"
"AAD021_008080","blue"
"AAD021_008081","blue"
"AAD021_008082","yellow"
"AAD021_008084","darkgrey"
"AAD021_008094","black"
"AAD021_008095","turquoise"
"AAD021_008097","greenyellow"
"AAD021_008098","turquoise"
"AAD021_008100","magenta"
"AAD021_008101","turquoise"
"AAD021_008104","blue"
"AAD021_008105","tan"
"AAD021_008106","black"
"AAD021_008108","tan"
"AAD021_008109","grey"
"AAD021_008113","grey"
"AAD021_008114","turquoise"
"AAD021_008115","green"
"AAD021_008117","white"
"AAD021_008119","yellow"
"AAD021_008120","yellow"
"AAD021_008121","darkmagenta"
"AAD021_008122","lightcyan"
"AAD021_008123","grey"
"AAD021_008124","darkolivegreen"
"AAD021_008126","turquoise"
"AAD021_008127","blue"
"AAD021_008130","violet"
"AAD021_008131","black"
"AAD021_008132","yellow"
"AAD021_008133","brown"
"AAD021_008137","turquoise"
"AAD021_008141","blue"
"AAD021_008142","purple"
"AAD021_008144","cyan"
"AAD021_008145","cyan"
"AAD021_008146","green"
"AAD021_008148","blue"
"AAD021_008150","turquoise"
"AAD021_008151","blue"
"AAD021_008152","red"
"AAD021_008153","darkred"
"AAD021_008155","red"
"AAD021_008156","tan"
"AAD021_008157","midnightblue"
"AAD021_008158","lightcyan"
"AAD021_008161","plum1"
"AAD021_008164","blue"
"AAD021_008165","purple"
"AAD021_008166","lightcyan"
"AAD021_008167","grey"
"AAD021_008168","grey"
"AAD021_008169","turquoise"
"AAD021_008174","blue"
"AAD021_008176","blue"
"AAD021_008180","violet"
"AAD021_008181","salmon"
"AAD021_008182","blue"
"AAD021_008185","blue"
"AAD021_008187","tan"
"AAD021_008188","tan"
"AAD021_008189","red"
"AAD021_008190","tan"
"AAD021_008191","turquoise"
"AAD021_008192","magenta"
"AAD021_008194","pink"
"AAD021_008196","blue"
"AAD021_008197","orange"
"AAD021_008198","midnightblue"
"AAD021_008199","turquoise"
"AAD021_008200","black"
"AAD021_008201","blue"
"AAD021_008202","steelblue"
"AAD021_008203","brown"
"AAD021_008207","brown"
"AAD021_008208","blue"
"AAD021_008211","brown"
"AAD021_008212","pink"
"AAD021_008213","darkgreen"
"AAD021_008214","sienna3"
"AAD021_008216","green"
"AAD021_008217","blue"
"AAD021_008219","red"
"AAD021_008220","lightyellow"
"AAD021_008221","green"
"AAD021_008223","red"
"AAD021_008224","yellow"
"AAD021_008225","yellow"
"AAD021_008226","darkorange"
"AAD021_008227","grey"
"AAD021_008230","plum1"
"AAD021_008231","salmon"
"AAD021_008233","white"
"AAD021_008234","grey"
"AAD021_008235","darkred"
"AAD021_008237","blue"
"AAD021_008238","brown"
"AAD021_008239","saddlebrown"
"AAD021_008240","pink"
"AAD021_008241","skyblue"
"AAD021_008242","lightgreen"
"AAD021_008243","greenyellow"
"AAD021_008244","blue"
"AAD021_008245","grey"
"AAD021_008247","blue"
"AAD021_008250","yellow"
"AAD021_008252","turquoise"
"AAD021_008253","skyblue"
"AAD021_008254","white"
"AAD021_008255","lightgreen"
"AAD021_008256","darkturquoise"
"AAD021_008257","blue"
"AAD021_008258","blue"
"AAD021_008259","turquoise"
"AAD021_008261","yellowgreen"
"AAD021_008262","darkred"
"AAD021_008263","turquoise"
"AAD021_008264","greenyellow"
"AAD021_008267","turquoise"
"AAD021_008268","turquoise"
"AAD021_008269","darkorange"
"AAD021_008272","pink"
"AAD021_008273","darkturquoise"
"AAD021_008274","red"
"AAD021_008276","blue"
"AAD021_008277","blue"
"AAD021_008278","darkturquoise"
"AAD021_008279","skyblue3"
"AAD021_008284","saddlebrown"
"AAD021_008286","salmon"
"AAD021_008288","yellow"
"AAD021_008292","magenta"
"AAD021_008295","sienna3"
"AAD021_008296","royalblue"
"AAD021_008297","blue"
"AAD021_008299","magenta"
"AAD021_008300","blue"
"AAD021_008301","cyan"
"AAD021_008302","red"
"AAD021_008304","plum1"
"AAD021_008306","midnightblue"
"AAD021_008307","green"
"AAD021_008308","turquoise"
"AAD021_008309","darkorange"
"AAD021_008310","greenyellow"
"AAD021_008311","yellowgreen"
"AAD021_008312","green"
"AAD021_008313","midnightblue"
"AAD021_008314","brown"
"AAD021_008315","darkorange"
"AAD021_008316","black"
"AAD021_008317","blue"
"AAD021_008318","tan"
"AAD021_008319","green"
"AAD021_008320","grey60"
"AAD021_008321","turquoise"
"AAD021_008323","lightyellow"
"AAD021_008324","lightcyan"
"AAD021_008325","lightgreen"
"AAD021_008326","mediumpurple3"
"AAD021_008327","purple"
"AAD021_008328","blue"
"AAD021_008329","darkgreen"
"AAD021_008331","turquoise"
"AAD021_008332","darkorange"
"AAD021_008333","skyblue3"
"AAD021_008334","magenta"
"AAD021_008335","lightcyan"
"AAD021_008336","yellow"
"AAD021_008337","black"
"AAD021_008338","salmon"
"AAD021_008339","greenyellow"
"AAD021_008340","red"
"AAD021_008341","steelblue"
"AAD021_008343","turquoise"
"AAD021_008344","greenyellow"
"AAD021_008345","pink"
"AAD021_008349","lightcyan"
"AAD021_008350","pink"
"AAD021_008351","plum1"
"AAD021_008352","blue"
"AAD021_008353","blue"
"AAD021_008354","orange"
"AAD021_008355","darkgrey"
"AAD021_008356","black"
"AAD021_008357","midnightblue"
"AAD021_008358","pink"
"AAD021_008359","turquoise"
"AAD021_008360","lightgreen"
"AAD021_008361","tan"
"AAD021_008362","turquoise"
"AAD021_008363","sienna3"
"AAD021_008365","darkgreen"
"AAD021_008366","red"
"AAD021_008367","turquoise"
"AAD021_008369","darkolivegreen"
"AAD021_008371","grey"
"AAD021_008372","brown"
"AAD021_008373","orangered4"
"AAD021_008374","turquoise"
"AAD021_008375","grey"
"AAD021_008376","turquoise"
"AAD021_008377","magenta"
"AAD021_008379","yellow"
"AAD021_008380","brown"
"AAD021_008381","turquoise"
"AAD021_008383","darkgrey"
"AAD021_008384","green"
"AAD021_008385","turquoise"
"AAD021_008386","magenta"
"AAD021_008388","royalblue"
"AAD021_008389","green"
"AAD021_008392","brown"
"AAD021_008394","magenta"
"AAD021_008395","red"
"AAD021_008396","lightcyan"
"AAD021_008398","darkgreen"
"AAD021_008399","darkred"
"AAD021_008404","turquoise"
"AAD021_008405","purple"
"AAD021_008406","skyblue"
"AAD021_008407","greenyellow"
"AAD021_008408","darkolivegreen"
"AAD021_008409","magenta"
"AAD021_008410","violet"
"AAD021_008411","yellow"
"AAD021_008412","pink"
"AAD021_008413","purple"
"AAD021_008416","red"
"AAD021_008418","salmon"
"AAD021_008419","royalblue"
"AAD021_008421","purple"
"AAD021_008422","magenta"
"AAD021_008423","yellow"
"AAD021_008424","grey60"
"AAD021_008425","pink"
"AAD021_008426","green"
"AAD021_008427","purple"
"AAD021_008429","red"
"AAD021_008430","lightyellow"
"AAD021_008433","lightgreen"
"AAD021_008434","darkturquoise"
"AAD021_008435","yellow"
"AAD021_008436","turquoise"
"AAD021_008437","grey"
"AAD021_008438","mediumpurple3"
"AAD021_008439","red"
"AAD021_008441","grey60"
"AAD021_008442","tan"
"AAD021_008443","turquoise"
"AAD021_008444","brown"
"AAD021_008445","lightcyan"
"AAD021_008447","magenta"
"AAD021_008448","tan"
"AAD021_008449","green"
"AAD021_008450","cyan"
"AAD021_008451","blue"
"AAD021_008455","paleturquoise"
"AAD021_008458","greenyellow"
"AAD021_008463","green"
"AAD021_008464","yellow"
"AAD021_008465","steelblue"
"AAD021_008466","salmon"
"AAD021_008467","yellow"
"AAD021_008468","darkorange"
"AAD021_008470","yellow"
"AAD021_008471","pink"
"AAD021_008472","grey"
"AAD021_008473","midnightblue"
"AAD021_008475","black"
"AAD021_008476","green"
"AAD021_008477","turquoise"
"AAD021_008478","turquoise"
"AAD021_008481","lightcyan"
"AAD021_008482","plum1"
"AAD021_008483","tan"
"AAD021_008484","yellow"
"AAD021_008491","salmon"
"AAD021_008492","blue"
"AAD021_008493","saddlebrown"
"AAD021_008495","green"
"AAD021_008496","turquoise"
"AAD021_008498","turquoise"
"AAD021_008500","lightyellow"
"AAD021_008504","magenta"
"AAD021_008505","midnightblue"
"AAD021_008506","midnightblue"
"AAD021_008509","turquoise"
"AAD021_008510","turquoise"
"AAD021_008511","darkgrey"
"AAD021_008514","turquoise"
"AAD021_008515","tan"
"AAD021_008517","darkorange"
"AAD021_008522","blue"
"AAD021_008523","yellow"
"AAD021_008526","turquoise"
"AAD021_008528","darkgreen"
"AAD021_008530","tan"
"AAD021_008531","violet"
"AAD021_008532","green"
"AAD021_008533","lightyellow"
"AAD021_008535","grey60"
"AAD021_008538","red"
"AAD021_008539","brown"
"AAD021_008540","darkred"
"AAD021_008541","grey"
"AAD021_008542","yellowgreen"
"AAD021_008544","tan"
"AAD021_008545","saddlebrown"
"AAD021_008578","salmon"
"AAD021_008579","pink"
"AAD021_008581","magenta"
"AAD021_008583","magenta"
"AAD021_008585","brown"
"AAD021_008587","magenta"
"AAD021_008590","red"
"AAD021_008593","blue"
"AAD021_008602","cyan"
"AAD021_008605","mediumpurple3"
"AAD021_008606","greenyellow"
"AAD021_008608","darkred"
"AAD021_008610","greenyellow"
"AAD021_008614","darkmagenta"
"AAD021_008615","blue"
"AAD021_008616","blue"
"AAD021_008618","paleturquoise"
"AAD021_008620","yellow"
"AAD021_008622","darkgrey"
"AAD021_008624","brown"
"AAD021_008626","brown"
"AAD021_008630","lightyellow"
"AAD021_008631","salmon"
"AAD021_008632","lightyellow"
"AAD021_008639","blue"
"AAD021_008641","violet"
"AAD021_008646","black"
"AAD021_008652","lightsteelblue1"
"AAD021_008653","salmon"
"AAD021_008654","darkgreen"
"AAD021_008665","magenta"
"AAD021_008669","black"
"AAD021_008670","purple"
"AAD021_008676","lightsteelblue1"
"AAD021_008677","darkred"
"AAD021_008678","turquoise"
"AAD021_008680","turquoise"
"AAD021_008684","turquoise"
"AAD021_008687","darkolivegreen"
"AAD021_008691","darkturquoise"
"AAD021_008692","midnightblue"
"AAD021_008693","magenta"
"AAD021_008694","turquoise"
"AAD021_008695","grey"
"AAD021_008697","grey"
"AAD021_008698","pink"
"AAD021_008700","turquoise"
"AAD021_008702","grey"
"AAD021_008703","grey"
"AAD021_008705","green"
"AAD021_008706","violet"
"AAD021_008707","red"
"AAD021_008708","midnightblue"
"AAD021_008712","lightcyan"
"AAD021_008714","turquoise"
"AAD021_008718","black"
"AAD021_008723","blue"
"AAD021_008728","turquoise"
"AAD021_008729","black"
"AAD021_008733","salmon"
"AAD021_008738","yellow"
"AAD021_008739","tan"
"AAD021_008745","cyan"
"AAD021_008746","brown"
"AAD021_008747","blue"
"AAD021_008753","saddlebrown"
"AAD021_008755","steelblue"
"AAD021_008756","blue"
"AAD021_008757","turquoise"
"AAD021_008758","red"
"AAD021_008764","darkgreen"
"AAD021_008772","sienna3"
"AAD021_008773","darkred"
"AAD021_008776","darkmagenta"
"AAD021_008777","grey60"
"AAD021_008782","turquoise"
"AAD021_008784","darkmagenta"
"AAD021_008785","pink"
"AAD021_008787","turquoise"
"AAD021_008788","magenta"
"AAD021_008791","yellow"
"AAD021_008792","lightyellow"
"AAD021_008794","tan"
"AAD021_008795","blue"
"AAD021_008796","orange"
"AAD021_008797","darkred"
"AAD021_008798","sienna3"
"AAD021_008803","orange"
"AAD021_008804","purple"
"AAD021_008805","purple"
"AAD021_008806","black"
"AAD021_008807","blue"
"AAD021_008808","magenta"
"AAD021_008809","blue"
"AAD021_008810","orange"
"AAD021_008818","tan"
"AAD021_008820","yellow"
"AAD021_008821","white"
"AAD021_008822","turquoise"
"AAD021_008825","green"
"AAD021_008827","red"
"AAD021_008828","black"
"AAD021_008829","magenta"
"AAD021_008830","violet"
"AAD021_008835","white"
"AAD021_008837","grey"
"AAD021_008838","darkgrey"
"AAD021_008840","darkred"
"AAD021_008842","darkgrey"
"AAD021_008843","lightsteelblue1"
"AAD021_008844","turquoise"
"AAD021_008845","salmon"
"AAD021_008846","turquoise"
"AAD021_008852","brown"
"AAD021_008853","blue"
"AAD021_008854","lightgreen"
"AAD021_008855","turquoise"
"AAD021_008856","grey"
"AAD021_008857","brown"
"AAD021_008858","blue"
"AAD021_008862","white"
"AAD021_008864","darkgreen"
"AAD021_008865","darkgreen"
"AAD021_008867","darkturquoise"
"AAD021_008870","blue"
"AAD021_008875","magenta"
"AAD021_008879","lightcyan"
"AAD021_008886","brown"
"AAD021_008888","black"
"AAD021_008889","red"
"AAD021_008890","cyan"
"AAD021_008891","orange"
"AAD021_008892","brown"
"AAD021_008894","black"
"AAD021_008895","salmon"
"AAD021_008897","pink"
"AAD021_008903","lightcyan"
"AAD021_008904","pink"
"AAD021_008906","royalblue"
"AAD021_008907","green"
"AAD021_008909","darkorange"
"AAD021_008915","darkorange"
"AAD021_008918","grey"
"AAD021_008924","turquoise"
"AAD021_008925","grey60"
"AAD021_008927","pink"
"AAD021_008935","steelblue"
"AAD021_008939","brown"
"AAD021_008941","magenta"
"AAD021_008942","salmon"
"AAD021_008944","black"
"AAD021_008946","brown"
"AAD021_008949","grey60"
"AAD021_008951","red"
"AAD021_008955","greenyellow"
"AAD021_008956","red"
"AAD021_008957","royalblue"
"AAD021_008959","turquoise"
"AAD021_008960","black"
"AAD021_008962","lightyellow"
"AAD021_008964","tan"
"AAD021_008965","magenta"
"AAD021_008966","lightcyan"
"AAD021_008968","skyblue"
"AAD021_008974","darkgreen"
"AAD021_008975","violet"
"AAD021_008979","white"
"AAD021_008980","turquoise"
"AAD021_008982","turquoise"
"AAD021_008986","blue"
"AAD021_008987","turquoise"
"AAD021_008988","orange"
"AAD021_008991","pink"
"AAD021_008992","turquoise"
"AAD021_008993","purple"
"AAD021_008997","white"
"AAD021_008998","paleturquoise"
"AAD021_009000","greenyellow"
"AAD021_009002","brown"
"AAD021_009003","cyan"
"AAD021_009006","darkgreen"
"AAD021_009007","turquoise"
"AAD021_009008","brown"
"AAD021_009009","blue"
"AAD021_009013","lightsteelblue1"
"AAD021_009014","turquoise"
"AAD021_009015","turquoise"
"AAD021_009016","turquoise"
"AAD021_009017","blue"
"AAD021_009019","blue"
"AAD021_009021","blue"
"AAD021_009022","turquoise"
"AAD021_009025","blue"
"AAD021_009028","blue"
"AAD021_009034","darkgreen"
"AAD021_009035","turquoise"
"AAD021_009037","green"
"AAD021_009038","violet"
"AAD021_009039","green"
"AAD021_009043","blue"
"AAD021_009045","tan"
"AAD021_009048","pink"
"AAD021_009050","saddlebrown"
"AAD021_009051","blue"
"AAD021_009052","plum1"
"AAD021_009053","black"
"AAD021_009056","grey60"
"AAD021_009057","turquoise"
"AAD021_009061","grey"
"AAD021_009063","green"
"AAD021_009064","brown"
"AAD021_009066","turquoise"
"AAD021_009067","turquoise"
"AAD021_009068","skyblue"
"AAD021_009071","green"
"AAD021_009072","yellow"
"AAD021_009074","brown"
"AAD021_009075","red"
"AAD021_009076","brown"
"AAD021_009077","blue"
"AAD021_009078","turquoise"
"AAD021_009079","midnightblue"
"AAD021_009080","yellow"
"AAD021_009082","pink"
"AAD021_009083","royalblue"
"AAD021_009084","magenta"
"AAD021_009086","darkgreen"
"AAD021_009089","green"
"AAD021_009090","brown"
"AAD021_009091","cyan"
"AAD021_009092","greenyellow"
"AAD021_009093","brown"
"AAD021_009094","blue"
"AAD021_009095","yellow"
"AAD021_009097","lightgreen"
"AAD021_009098","magenta"
"AAD021_009099","lightyellow"
"AAD021_009101","yellow"
"AAD021_009102","grey"
"AAD021_009106","red"
"AAD021_009108","black"
"AAD021_009109","greenyellow"
"AAD021_009111","lightcyan"
"AAD021_009113","orange"
"AAD021_009114","darkgrey"
"AAD021_009115","lightcyan"
"AAD021_009116","grey60"
"AAD021_009117","purple"
"AAD021_009122","darkgrey"
"AAD021_009123","pink"
"AAD021_009124","yellow"
"AAD021_009125","salmon"
"AAD021_009127","pink"
"AAD021_009128","turquoise"
"AAD021_009129","lightcyan"
"AAD021_009131","red"
"AAD021_009134","paleturquoise"
"AAD021_009136","darkred"
"AAD021_009139","mediumpurple3"
"AAD021_009141","turquoise"
"AAD021_009142","cyan"
"AAD021_009143","tan"
"AAD021_009144","black"
"AAD021_009145","grey"
"AAD021_009146","lightyellow"
"AAD021_009147","tan"
"AAD021_009148","blue"
"AAD021_009150","pink"
"AAD021_009152","plum1"
"AAD021_009156","lightgreen"
"AAD021_009157","royalblue"
"AAD021_009158","greenyellow"
"AAD021_009160","orangered4"
"AAD021_009162","salmon"
"AAD021_009164","lightgreen"
"AAD021_009167","lightcyan"
"AAD021_009168","black"
"AAD021_009170","blue"
"AAD021_009172","blue"
"AAD021_009174","turquoise"
"AAD021_009175","darkred"
"AAD021_009177","greenyellow"
"AAD021_009179","green"
"AAD021_009181","grey"
"AAD021_009182","midnightblue"
"AAD021_009184","pink"
"AAD021_009185","orange"
"AAD021_009187","green"
"AAD021_009188","brown"
"AAD021_009190","salmon"
"AAD021_009193","darkorange"
"AAD021_009195","grey"
"AAD021_009196","greenyellow"
"AAD021_009198","blue"
"AAD021_009199","grey"
"AAD021_009201","salmon"
"AAD021_009208","turquoise"
"AAD021_009209","lightyellow"
"AAD021_009210","cyan"
"AAD021_009211","darkgrey"
"AAD021_009212","turquoise"
"AAD021_009213","greenyellow"
"AAD021_009215","violet"
"AAD021_009217","turquoise"
"AAD021_009221","skyblue"
"AAD021_009223","midnightblue"
"AAD021_009224","grey"
"AAD021_009225","cyan"
"AAD021_009229","turquoise"
"AAD021_009231","lightyellow"
"AAD021_009236","turquoise"
"AAD021_009240","red"
"AAD021_009243","blue"
"AAD021_009244","blue"
"AAD021_009245","brown"
"AAD021_009249","black"
"AAD021_009250","blue"
"AAD021_009251","turquoise"
"AAD021_009252","darkturquoise"
"AAD021_009253","turquoise"
"AAD021_009255","lightsteelblue1"
"AAD021_009256","turquoise"
"AAD021_009257","royalblue"
"AAD021_009262","turquoise"
"AAD021_009263","turquoise"
"AAD021_009264","turquoise"
"AAD021_009266","cyan"
"AAD021_009273","steelblue"
"AAD021_009274","white"
"AAD021_009277","lightcyan"
"AAD021_009281","greenyellow"
"AAD021_009283","greenyellow"
"AAD021_009284","tan"
"AAD021_009285","saddlebrown"
"AAD021_009286","tan"
"AAD021_009288","turquoise"
"AAD021_009292","grey60"
"AAD021_009293","brown"
"AAD021_009296","midnightblue"
"AAD021_009298","greenyellow"
"AAD021_009302","white"
"AAD021_009303","brown"
"AAD021_009304","grey"
"AAD021_009305","blue"
"AAD021_009306","red"
"AAD021_009307","darkgrey"
"AAD021_009309","cyan"
"AAD021_009310","cyan"
"AAD021_009314","grey60"
"AAD021_009316","royalblue"
"AAD021_009319","salmon"
"AAD021_009320","darkgreen"
"AAD021_009323","orange"
"AAD021_009324","brown"
"AAD021_009325","blue"
"AAD021_009326","mediumpurple3"
"AAD021_009329","green"
"AAD021_009332","turquoise"
"AAD021_009333","brown"
"AAD021_009334","cyan"
"AAD021_009343","green"
"AAD021_009344","tan"
"AAD021_009347","tan"
"AAD021_009348","darkorange"
"AAD021_009351","darkturquoise"
"AAD021_009352","midnightblue"
"AAD021_009355","darkmagenta"
"AAD021_009364","black"
"AAD021_009378","turquoise"
"AAD021_009380","grey"
"AAD021_009385","turquoise"
"AAD021_009390","brown"
"AAD021_009391","black"
"AAD021_009392","lightgreen"
"AAD021_009393","green"
"AAD021_009397","lightyellow"
"AAD021_009402","blue"
"AAD021_009403","grey"
"AAD021_009405","pink"
"AAD021_009406","purple"
"AAD021_009407","blue"
"AAD021_009410","red"
"AAD021_009411","turquoise"
"AAD021_009412","darkturquoise"
"AAD021_009413","blue"
"AAD021_009415","grey"
"AAD021_009416","black"
"AAD021_009417","greenyellow"
"AAD021_009418","blue"
"AAD021_009419","red"
"AAD021_009422","turquoise"
"AAD021_009427","turquoise"
"AAD021_009445","orangered4"
"AAD021_009448","blue"
"AAD021_009451","blue"
"AAD021_009452","lightcyan"
"AAD021_009453","black"
"AAD021_009457","lightcyan"
"AAD021_009458","grey"
"AAD021_009459","turquoise"
"AAD021_009461","red"
"AAD021_004773","cyan"
"AAD021_004776","turquoise"
"AAD021_004779","blue"
"AAD021_004839","lightgreen"
"AAD021_004840","salmon"
"AAD021_004841","skyblue"
"AAD021_004871","brown"
"AAD021_004877","lightyellow"
"AAD021_004878","yellow"
"AAD021_004879","yellow"
"AAD021_004880","midnightblue"
"AAD021_004881","orangered4"
"AAD021_004882","grey"
"AAD021_004883","turquoise"
"AAD021_004884","salmon"
"AAD021_004889","turquoise"
"AAD021_004905","orange"
"AAD021_004906","tan"
"AAD021_004912","darkturquoise"
"AAD021_004913","turquoise"
"AAD021_004914","red"
"AAD021_004915","turquoise"
"AAD021_004916","yellow"
"AAD021_004917","brown"
"AAD021_004921","darkturquoise"
"AAD021_004923","yellowgreen"
"AAD021_004924","midnightblue"
"AAD021_004937","greenyellow"
"AAD021_004939","brown"
"AAD021_004953","salmon"
"AAD021_004957","yellow"
"AAD021_004960","midnightblue"
"AAD021_004967","grey"
"AAD021_004969","turquoise"
"AAD021_004972","turquoise"
"AAD021_004986","greenyellow"
"AAD021_004990","salmon"
"AAD021_005003","grey60"
"AAD021_005006","paleturquoise"
"AAD021_005008","orange"
"AAD021_005009","cyan"
"AAD021_005010","orangered4"
"AAD021_005018","darkred"
"AAD021_005020","darkmagenta"
"AAD021_005021","plum1"
"AAD021_005023","salmon"
"AAD021_005024","turquoise"
"AAD021_005027","purple"
"AAD021_005034","greenyellow"
"AAD021_005036","brown"
"AAD021_005039","cyan"
"AAD021_005042","midnightblue"
"AAD021_005044","tan"
"AAD021_005045","lightyellow"
"AAD021_005046","pink"
"AAD021_005047","brown"
"AAD021_005054","turquoise"
"AAD021_005057","turquoise"
"AAD021_005058","steelblue"
"AAD021_005060","darkmagenta"
"AAD021_005062","magenta"
"AAD021_005064","brown"
"AAD021_005067","darkgrey"
"AAD021_005068","pink"
"AAD021_005070","skyblue"
"AAD021_005071","pink"
"AAD021_005072","grey"
"AAD021_005073","lightgreen"
"AAD021_005078","yellow"
"AAD021_005079","lightcyan"
"AAD021_005080","magenta"
"AAD021_005081","magenta"
"AAD021_005083","black"
"AAD021_005085","turquoise"
"AAD021_005087","black"
"AAD021_005088","yellow"
"AAD021_005090","pink"
"AAD021_005092","lightcyan"
"AAD021_005097","blue"
"AAD021_005100","turquoise"
"AAD021_005103","brown"
"AAD021_005104","brown"
"AAD021_005106","blue"
"AAD021_005108","turquoise"
"AAD021_005109","blue"
"AAD021_005111","blue"
"AAD021_005114","yellow"
"AAD021_005120","red"
"AAD021_005123","blue"
"AAD021_005125","lightcyan"
"AAD021_005127","darkmagenta"
"AAD021_005129","tan"
"AAD021_005130","brown"
"AAD021_005131","brown"
"AAD021_005132","salmon"
"AAD021_005134","lightgreen"
"AAD021_005135","turquoise"
"AAD021_005137","darkmagenta"
"AAD021_005138","green"
"AAD021_005139","darkmagenta"
"AAD021_005140","turquoise"
"AAD021_005142","cyan"
"AAD021_005143","turquoise"
"AAD021_005144","black"
"AAD021_005155","grey60"
"AAD021_005157","green"
"AAD021_005158","black"
"AAD021_005159","darkgreen"
"AAD021_005160","mediumpurple3"
"AAD021_005163","yellow"
"AAD021_005165","grey60"
"AAD021_005167","grey"
"AAD021_005168","blue"
"AAD021_005170","saddlebrown"
"AAD021_005172","grey"
"AAD021_005179","lightcyan"
"AAD021_005182","magenta"
"AAD021_005186","red"
"AAD021_005189","green"
"AAD021_005190","brown"
"AAD021_005191","purple"
"AAD021_005194","turquoise"
"AAD021_005195","darkgreen"
"AAD021_005196","green"
"AAD021_005198","yellowgreen"
"AAD021_005201","cyan"
"AAD021_005202","red"
"AAD021_005203","steelblue"
"AAD021_005205","midnightblue"
"AAD021_005232","black"
"AAD021_005233","blue"
"AAD021_005235","brown"
"AAD021_005238","steelblue"
"AAD021_005241","red"
"AAD021_005245","orangered4"
"AAD021_005247","blue"
"AAD021_005248","skyblue"
"AAD021_005249","pink"
"AAD021_005251","pink"
"AAD021_005254","turquoise"
"AAD021_005266","red"
"AAD021_005267","turquoise"
"AAD021_005269","salmon"
"AAD021_005270","brown"
"AAD021_005271","blue"
"AAD021_005272","greenyellow"
"AAD021_005273","brown"
"AAD021_005274","grey"
"AAD021_005275","salmon"
"AAD021_005277","paleturquoise"
"AAD021_005278","pink"
"AAD021_005281","purple"
"AAD021_005288","green"
"AAD021_005289","blue"
"AAD021_005292","darkgreen"
"AAD021_005294","brown"
"AAD021_005295","skyblue"
"AAD021_005296","brown"
"AAD021_005300","darkorange"
"AAD021_005302","yellow"
"AAD021_005303","grey"
"AAD021_005306","green"
"AAD021_005308","green"
"AAD021_005311","purple"
"AAD021_005312","blue"
"AAD021_005316","lightyellow"
"AAD021_005317","turquoise"
"AAD021_005318","blue"
"AAD021_005319","magenta"
"AAD021_005320","red"
"AAD021_005321","paleturquoise"
"AAD021_005322","darkmagenta"
"AAD021_005327","brown"
"AAD021_005330","black"
"AAD021_005332","green"
"AAD021_005333","greenyellow"
"AAD021_005334","black"
"AAD021_005335","salmon"
"AAD021_005336","violet"
"AAD021_005339","grey60"
"AAD021_005344","greenyellow"
"AAD021_005345","black"
"AAD021_005348","midnightblue"
"AAD021_005349","grey60"
"AAD021_005356","green"
"AAD021_005368","mediumpurple3"
"AAD021_005372","darkmagenta"
"AAD021_005375","greenyellow"
"AAD021_005381","brown"
"AAD021_005413","pink"
"AAD021_005415","darkred"
"AAD021_005416","lightyellow"
"AAD021_005443","brown"
"AAD021_005446","turquoise"
"AAD021_005447","skyblue"
"AAD021_005449","greenyellow"
"AAD021_005452","turquoise"
"AAD021_005455","steelblue"
"AAD021_005457","plum1"
"AAD021_005461","blue"
"AAD021_005469","black"
"AAD021_005497","midnightblue"
"AAD021_005499","green"
"AAD021_005506","blue"
"AAD021_005548","brown"
"AAD021_005556","red"
"AAD021_005557","green"
"AAD021_005558","turquoise"
"AAD021_005605","magenta"
"AAD021_005616","brown"
"AAD021_005646","mediumpurple3"
"AAD021_005647","darkturquoise"
"AAD021_005650","green"
"AAD021_006678","pink"
"AAD021_006679","pink"
"AAD021_006686","black"
"AAD021_006702","white"
"AAD021_006717","lightyellow"
"AAD021_006721","skyblue"
"AAD021_006722","darkolivegreen"
"AAD021_006726","violet"
"AAD021_006727","darkmagenta"
"AAD021_006729","turquoise"
"AAD021_006738","black"
"AAD021_006740","orange"
"AAD021_006742","pink"
"AAD021_006752","lightcyan"
"AAD021_006754","midnightblue"
"AAD021_006762","blue"
"AAD021_006763","turquoise"
"AAD021_006765","salmon"
"AAD021_006773","black"
"AAD021_006774","red"
"AAD021_006780","yellow"
"AAD021_006785","red"
"AAD021_006786","yellowgreen"
