"gene","module"
"AAD021_006787","red"
"AAD021_006788","lightsteelblue1"
"AAD021_006792","magenta"
"AAD021_006793","black"
"AAD021_006794","magenta"
"AAD021_006798","greenyellow"
"AAD021_006799","green"
"AAD021_006800","brown"
"AAD021_006802","darkturquoise"
"AAD021_006803","darkolivegreen"
"AAD021_006804","blue"
"AAD021_006805","yellow"
"AAD021_006809","green"
"AAD021_006816","turquoise"
"AAD021_006818","brown"
"AAD021_006820","mediumpurple3"
"AAD021_006821","purple"
"AAD021_006822","blue"
"AAD021_006835","mediumpurple3"
"AAD021_006837","salmon"
"AAD021_006838","lightsteelblue1"
"AAD021_006839","yellow"
"AAD021_006840","brown"
"AAD021_006871","green"
"AAD021_006872","yellow"
"AAD021_006880","greenyellow"
"AAD021_006881","grey"
"AAD021_006886","lightgreen"
"AAD021_006888","green"
"AAD021_006892","white"
"AAD021_006893","green"
"AAD021_006894","black"
"AAD021_006896","lightcyan"
"AAD021_006897","cyan"
"AAD021_006898","white"
"AAD021_006900","turquoise"
"AAD021_006902","purple"
"AAD021_006903","lightyellow"
"AAD021_006911","darkgrey"
"AAD021_006916","darkturquoise"
"AAD021_006923","greenyellow"
"AAD021_006924","grey60"
"AAD021_006926","turquoise"
"AAD021_006929","cyan"
"AAD021_006930","lightgreen"
"AAD021_006934","black"
"AAD021_006936","tan"
"AAD021_006937","magenta"
"AAD021_006938","plum1"
"AAD021_006939","turquoise"
"AAD021_006948","grey60"
"AAD021_006949","midnightblue"
"AAD021_006950","pink"
"AAD021_006956","darkgreen"
"AAD021_006957","green"
"AAD021_006960","blue"
"AAD021_006965","pink"
"AAD021_006966","saddlebrown"
"AAD021_006967","black"
"AAD021_006977","brown"
"AAD021_006980","turquoise"
"AAD021_006988","saddlebrown"
"AAD021_007011","pink"
"AAD021_007013","sienna3"
"AAD021_007014","grey60"
"AAD021_007017","sienna3"
"AAD021_007018","darkred"
"AAD021_007021","turquoise"
"AAD021_007023","red"
"AAD021_007033","green"
"AAD021_007034","darkred"
"AAD021_007035","midnightblue"
"AAD021_007038","saddlebrown"
"AAD021_007039","plum1"
"AAD021_007043","darkred"
"AAD021_007044","green"
"AAD021_007049","brown"
"AAD021_007055","green"
"AAD021_007059","salmon"
"AAD021_007061","lightyellow"
"AAD021_007063","green"
"AAD021_007066","darkturquoise"
"AAD021_007067","brown"
"AAD021_007071","salmon"
"AAD021_007074","purple"
"AAD021_007075","greenyellow"
"AAD021_007080","darkturquoise"
"AAD021_007081","blue"
"AAD021_007085","purple"
"AAD021_007087","magenta"
"AAD021_007088","pink"
"AAD021_007089","blue"
"AAD021_007091","lightyellow"
"AAD021_007093","cyan"
"AAD021_007098","yellow"
"AAD021_007099","magenta"
"AAD021_007100","grey"
"AAD021_007103","magenta"
"AAD021_007104","steelblue"
"AAD021_007105","mediumpurple3"
"AAD021_007108","turquoise"
"AAD021_007109","lightsteelblue1"
"AAD021_007110","green"
"AAD021_007111","blue"
"AAD021_007112","blue"
"AAD021_007114","green"
"AAD021_007115","darkgrey"
"AAD021_007117","brown"
"AAD021_007118","turquoise"
"AAD021_007119","pink"
"AAD021_007120","darkgrey"
"AAD021_007124","purple"
"AAD021_007126","turquoise"
"AAD021_007129","darkmagenta"
"AAD021_007130","turquoise"
"AAD021_007132","brown"
"AAD021_007133","turquoise"
"AAD021_007136","magenta"
"AAD021_007138","grey"
"AAD021_007140","greenyellow"
"AAD021_007142","steelblue"
"AAD021_007143","blue"
"AAD021_007145","turquoise"
"AAD021_007146","turquoise"
"AAD021_007147","turquoise"
"AAD021_007148","blue"
"AAD021_007151","turquoise"
"AAD021_007152","steelblue"
"AAD021_007156","lightgreen"
"AAD021_007164","salmon"
"AAD021_007166","darkolivegreen"
"AAD021_007169","blue"
"AAD021_007170","grey"
"AAD021_007172","turquoise"
"AAD021_007175","turquoise"
"AAD021_007176","yellow"
"AAD021_007178","saddlebrown"
"AAD021_007179","cyan"
"AAD021_007182","purple"
"AAD021_007183","purple"
"AAD021_007184","blue"
"AAD021_007186","lightgreen"
"AAD021_007193","yellow"
"AAD021_007194","black"
"AAD021_007196","greenyellow"
"AAD021_007197","steelblue"
"AAD021_007198","black"
"AAD021_007199","tan"
"AAD021_007201","cyan"
"AAD021_007202","green"
"AAD021_007203","magenta"
"AAD021_007204","green"
"AAD021_007207","brown"
"AAD021_007208","blue"
"AAD021_007209","tan"
"AAD021_007211","green"
"AAD021_007212","pink"
"AAD021_007215","brown"
"AAD021_007217","turquoise"
"AAD021_007231","magenta"
"AAD021_007232","brown"
"AAD021_007233","royalblue"
"AAD021_007234","white"
"AAD021_007236","grey"
"AAD021_007238","turquoise"
"AAD021_007240","salmon"
"AAD021_007243","blue"
"AAD021_007244","grey"
"AAD021_007245","mediumpurple3"
"AAD021_007250","turquoise"
"AAD021_007256","greenyellow"
"AAD021_007257","lightcyan"
"AAD021_007258","turquoise"
"AAD021_007260","tan"
"AAD021_007261","salmon"
"AAD021_007262","magenta"
"AAD021_007263","red"
"AAD021_007265","darkorange"
"AAD021_007270","darkolivegreen"
"AAD021_007271","salmon"
"AAD021_007278","green"
"AAD021_007281","turquoise"
"AAD021_007282","tan"
"AAD021_007283","red"
"AAD021_007285","cyan"
"AAD021_007296","yellow"
"AAD021_007299","tan"
"AAD021_007300","paleturquoise"
"AAD021_007305","skyblue"
"AAD021_007308","darkturquoise"
"AAD021_007309","skyblue3"
"AAD021_007312","darkred"
"AAD021_007315","lightgreen"
"AAD021_007323","darkred"
"AAD021_007324","paleturquoise"
"AAD021_007326","green"
"AAD021_007327","green"
"AAD021_007328","yellowgreen"
"AAD021_007329","greenyellow"
"AAD021_007332","pink"
"AAD021_007333","cyan"
"AAD021_007334","red"
"AAD021_007335","turquoise"
"AAD021_007336","brown"
"AAD021_007344","yellowgreen"
"AAD021_007345","skyblue3"
"AAD021_007346","blue"
"AAD021_007347","darkolivegreen"
"AAD021_007351","tan"
"AAD021_007352","brown"
"AAD021_007353","red"
"AAD021_007354","mediumpurple3"
"AAD021_007355","brown"
"AAD021_007356","cyan"
"AAD021_007361","yellow"
"AAD021_007364","grey"
"AAD021_007366","turquoise"
"AAD021_007368","black"
"AAD021_007371","midnightblue"
"AAD021_007375","cyan"
"AAD021_007376","yellow"
"AAD021_007382","purple"
"AAD021_007383","lightyellow"
"AAD021_007384","darkred"
"AAD021_007385","darkorange"
"AAD021_007387","brown"
"AAD021_007388","yellow"
"AAD021_007390","turquoise"
"AAD021_007391","grey"
"AAD021_007395","midnightblue"
"AAD021_007397","black"
"AAD021_007398","pink"
"AAD021_007399","brown"
"AAD021_007401","grey60"
"AAD021_007403","red"
"AAD021_007406","grey"
"AAD021_007408","lightcyan"
"AAD021_007409","yellow"
"AAD021_007413","turquoise"
"AAD021_007414","tan"
"AAD021_007415","lightsteelblue1"
"AAD021_007417","darkorange"
"AAD021_007418","blue"
"AAD021_007419","royalblue"
"AAD021_007420","darkgreen"
"AAD021_007424","salmon"
"AAD021_007425","darkred"
"AAD021_007427","brown"
"AAD021_007429","darkgrey"
"AAD021_007432","magenta"
"AAD021_007435","blue"
"AAD021_007438","red"
"AAD021_007439","grey"
"AAD021_007442","lightyellow"
"AAD021_007443","midnightblue"
"AAD021_007445","saddlebrown"
"AAD021_007446","yellowgreen"
"AAD021_007448","paleturquoise"
"AAD021_007452","skyblue"
"AAD021_007466","turquoise"
"AAD021_007480","darkred"
"AAD021_007481","brown"
"AAD021_007486","purple"
"AAD021_007488","green"
"AAD021_007495","steelblue"
"AAD021_007501","yellow"
"AAD021_007503","darkgreen"
"AAD021_007523","lightsteelblue1"
"AAD021_007524","turquoise"
"AAD021_007530","tan"
"AAD021_007531","brown"
"AAD021_007536","white"
"AAD021_007555","grey60"
"AAD021_007556","salmon"
"AAD021_005706","tan"
"AAD021_005708","lightgreen"
"AAD021_005740","cyan"
"AAD021_005742","red"
"AAD021_005743","magenta"
"AAD021_005745","turquoise"
"AAD021_005750","skyblue3"
"AAD021_005751","tan"
"AAD021_005752","orange"
"AAD021_005756","royalblue"
"AAD021_005757","midnightblue"
"AAD021_005766","paleturquoise"
"AAD021_005769","blue"
"AAD021_005775","turquoise"
"AAD021_005806","grey"
"AAD021_005808","turquoise"
"AAD021_005810","turquoise"
"AAD021_005820","black"
"AAD021_005821","blue"
"AAD021_005827","yellow"
"AAD021_005830","saddlebrown"
"AAD021_005831","darkgrey"
"AAD021_005834","brown"
"AAD021_005847","turquoise"
"AAD021_005851","royalblue"
"AAD021_005857","magenta"
"AAD021_005860","blue"
"AAD021_005861","magenta"
"AAD021_005862","brown"
"AAD021_005866","magenta"
"AAD021_005867","orange"
"AAD021_005869","turquoise"
"AAD021_005872","lightgreen"
"AAD021_005873","grey"
"AAD021_005875","orange"
"AAD021_005876","grey60"
"AAD021_005877","darkgreen"
"AAD021_005880","turquoise"
"AAD021_005882","violet"
"AAD021_005883","blue"
"AAD021_005886","pink"
"AAD021_005902","turquoise"
"AAD021_005924","sienna3"
"AAD021_005928","greenyellow"
"AAD021_005930","darkgrey"
"AAD021_005932","magenta"
"AAD021_005937","turquoise"
"AAD021_005939","black"
"AAD021_005940","lightsteelblue1"
"AAD021_005946","blue"
"AAD021_005948","darkgrey"
"AAD021_005949","pink"
"AAD021_005963","blue"
"AAD021_005966","blue"
"AAD021_005967","lightcyan"
"AAD021_005970","purple"
"AAD021_005971","turquoise"
"AAD021_005972","greenyellow"
"AAD021_005975","red"
"AAD021_005977","darkorange"
"AAD021_005983","greenyellow"
"AAD021_005986","black"
"AAD021_005998","lightcyan"
"AAD021_006001","purple"
"AAD021_006002","lightyellow"
"AAD021_006003","blue"
"AAD021_006004","green"
"AAD021_006009","orangered4"
"AAD021_006011","blue"
"AAD021_006014","red"
"AAD021_006023","lightsteelblue1"
"AAD021_006027","brown"
"AAD021_006028","grey"
"AAD021_006032","yellow"
"AAD021_006034","sienna3"
"AAD021_006035","midnightblue"
"AAD021_006039","cyan"
"AAD021_006047","red"
"AAD021_006052","blue"
"AAD021_006053","skyblue"
"AAD021_006055","blue"
"AAD021_006062","lightgreen"
"AAD021_006066","pink"
"AAD021_006068","brown"
"AAD021_006073","lightyellow"
"AAD021_006074","yellow"
"AAD021_006081","turquoise"
"AAD021_006086","blue"
"AAD021_006091","brown"
"AAD021_006096","grey"
"AAD021_006100","grey"
"AAD021_006101","blue"
"AAD021_006103","green"
"AAD021_006104","blue"
"AAD021_006105","purple"
"AAD021_006106","turquoise"
"AAD021_006109","darkgrey"
"AAD021_006111","steelblue"
"AAD021_006112","yellow"
"AAD021_006113","green"
"AAD021_006116","midnightblue"
"AAD021_006117","paleturquoise"
"AAD021_006118","greenyellow"
"AAD021_006120","darkolivegreen"
"AAD021_006129","brown"
"AAD021_006130","magenta"
"AAD021_006134","turquoise"
"AAD021_006135","midnightblue"
"AAD021_006136","purple"
"AAD021_006137","green"
"AAD021_006141","purple"
"AAD021_006145","darkturquoise"
"AAD021_006147","red"
"AAD021_006148","purple"
"AAD021_006149","white"
"AAD021_006150","green"
"AAD021_006151","turquoise"
"AAD021_006154","white"
"AAD021_006155","blue"
"AAD021_006156","green"
"AAD021_006158","red"
"AAD021_006163","blue"
"AAD021_006164","grey"
"AAD021_006166","mediumpurple3"
"AAD021_006168","blue"
"AAD021_006169","yellowgreen"
"AAD021_006170","midnightblue"
"AAD021_006172","magenta"
"AAD021_006174","darkorange"
"AAD021_006175","lightgreen"
"AAD021_006177","darkgreen"
"AAD021_006180","greenyellow"
"AAD021_006186","pink"
"AAD021_006187","turquoise"
"AAD021_006188","magenta"
"AAD021_006191","lightgreen"
"AAD021_006198","grey60"
"AAD021_006204","red"
"AAD021_006205","plum1"
"AAD021_006207","pink"
"AAD021_006208","green"
"AAD021_006209","blue"
"AAD021_006211","blue"
"AAD021_006214","lightyellow"
"AAD021_006215","blue"
"AAD021_006220","royalblue"
"AAD021_006227","paleturquoise"
"AAD021_006231","blue"
"AAD021_006233","tan"
"AAD021_006239","purple"
"AAD021_006244","turquoise"
"AAD021_006245","darkred"
"AAD021_006247","lightyellow"
"AAD021_006249","red"
"AAD021_006255","yellow"
"AAD021_006256","pink"
"AAD021_006261","turquoise"
"AAD021_006262","yellow"
"AAD021_006263","yellow"
"AAD021_006265","purple"
"AAD021_006266","magenta"
"AAD021_006270","tan"
"AAD021_006271","turquoise"
"AAD021_006274","lightyellow"
"AAD021_006275","salmon"
"AAD021_006278","turquoise"
"AAD021_006281","brown"
"AAD021_006284","brown"
"AAD021_006285","tan"
"AAD021_006289","purple"
"AAD021_006290","skyblue3"
"AAD021_006291","blue"
"AAD021_006292","greenyellow"
"AAD021_006295","green"
"AAD021_006296","purple"
"AAD021_006304","mediumpurple3"
"AAD021_006305","greenyellow"
"AAD021_006307","magenta"
"AAD021_006312","green"
"AAD021_006313","greenyellow"
"AAD021_006314","salmon"
"AAD021_006315","grey60"
"AAD021_006324","turquoise"
"AAD021_006326","green"
"AAD021_006332","green"
"AAD021_006338","lightyellow"
"AAD021_006339","turquoise"
"AAD021_006342","turquoise"
"AAD021_006343","grey60"
"AAD021_006345","paleturquoise"
"AAD021_006348","red"
"AAD021_006351","blue"
"AAD021_006352","magenta"
"AAD021_006353","magenta"
"AAD021_006354","skyblue3"
"AAD021_006355","green"
"AAD021_006356","royalblue"
"AAD021_006358","cyan"
"AAD021_006361","darkorange"
"AAD021_006362","yellow"
"AAD021_006363","steelblue"
"AAD021_006364","grey"
"AAD021_006365","darkorange"
"AAD021_006368","darkred"
"AAD021_006369","blue"
"AAD021_006372","brown"
"AAD021_006373","brown"
"AAD021_006379","turquoise"
"AAD021_006380","skyblue3"
"AAD021_006385","grey60"
"AAD021_006387","skyblue"
"AAD021_006388","blue"
"AAD021_006389","lightgreen"
"AAD021_006390","yellow"
"AAD021_006391","orange"
"AAD021_006393","darkgreen"
"AAD021_006394","grey"
"AAD021_006396","grey"
"AAD021_006398","purple"
"AAD021_006399","grey"
"AAD021_006400","blue"
"AAD021_006401","blue"
"AAD021_006402","yellow"
"AAD021_006403","turquoise"
"AAD021_006404","grey"
"AAD021_006405","darkred"
"AAD021_006406","darkturquoise"
"AAD021_006410","salmon"
"AAD021_006411","pink"
"AAD021_006416","blue"
"AAD021_006417","darkorange"
"AAD021_006418","royalblue"
"AAD021_006420","lightyellow"
"AAD021_006421","blue"
"AAD021_006422","lightyellow"
"AAD021_006423","grey"
"AAD021_006426","orangered4"
"AAD021_006431","grey60"
"AAD021_006432","lightgreen"
"AAD021_006433","paleturquoise"
"AAD021_006434","royalblue"
"AAD021_006435","orange"
"AAD021_006436","lightcyan"
"AAD021_006437","pink"
"AAD021_006439","purple"
"AAD021_006442","lightsteelblue1"
"AAD021_006444","black"
"AAD021_006446","purple"
"AAD021_006447","black"
"AAD021_006448","blue"
"AAD021_006450","turquoise"
"AAD021_006451","salmon"
"AAD021_006453","greenyellow"
"AAD021_006454","mediumpurple3"
"AAD021_006455","blue"
"AAD021_006456","yellow"
"AAD021_006457","purple"
"AAD021_006458","magenta"
"AAD021_006465","salmon"
"AAD021_006466","greenyellow"
"AAD021_006467","sienna3"
"AAD021_006470","mediumpurple3"
"AAD021_006471","midnightblue"
"AAD021_006473","blue"
"AAD021_006474","darkred"
"AAD021_006475","blue"
"AAD021_006476","turquoise"
"AAD021_006478","magenta"
"AAD021_006481","red"
"AAD021_006487","darkmagenta"
"AAD021_006489","orange"
"AAD021_006490","yellow"
"AAD021_006491","brown"
"AAD021_006494","turquoise"
"AAD021_006495","grey"
"AAD021_006496","green"
"AAD021_006497","green"
"AAD021_006499","greenyellow"
"AAD021_006500","green"
"AAD021_006501","black"
"AAD021_006502","yellowgreen"
"AAD021_006503","lightcyan"
"AAD021_006506","turquoise"
"AAD021_006509","turquoise"
"AAD021_006512","blue"
"AAD021_006513","sienna3"
"AAD021_006517","saddlebrown"
"AAD021_006519","greenyellow"
"AAD021_006522","turquoise"
"AAD021_006526","tan"
"AAD021_006530","turquoise"
"AAD021_006542","blue"
"AAD021_006543","grey"
"AAD021_006546","purple"
"AAD021_006547","magenta"
"AAD021_006549","yellow"
"AAD021_006550","lightyellow"
"AAD021_006551","yellow"
"AAD021_006553","plum1"
"AAD021_006556","greenyellow"
"AAD021_006557","pink"
"AAD021_006560","purple"
"AAD021_006561","tan"
"AAD021_006564","blue"
"AAD021_006565","white"
"AAD021_006567","blue"
"AAD021_006568","darkturquoise"
"AAD021_006569","greenyellow"
"AAD021_006571","sienna3"
"AAD021_006572","white"
"AAD021_006576","darkturquoise"
"AAD021_006577","green"
"AAD021_006595","brown"
"AAD021_006607","green"
"AAD021_006660","turquoise"
"AAD021_003454","black"
"AAD021_003455","cyan"
"AAD021_003458","salmon"
"AAD021_003488","turquoise"
"AAD021_003492","lightyellow"
"AAD021_003497","pink"
"AAD021_003508","green"
"AAD021_003510","grey"
"AAD021_003516","magenta"
"AAD021_003519","skyblue3"
"AAD021_003521","darkgrey"
"AAD021_003522","darkred"
"AAD021_003523","black"
"AAD021_003524","skyblue"
"AAD021_003527","grey60"
"AAD021_003528","brown"
"AAD021_003530","orange"
"AAD021_003534","purple"
"AAD021_003535","black"
"AAD021_003536","purple"
"AAD021_003538","turquoise"
"AAD021_003539","darkgreen"
"AAD021_003541","saddlebrown"
"AAD021_003542","grey"
"AAD021_003549","black"
"AAD021_003557","brown"
"AAD021_003562","orangered4"
"AAD021_003567","brown"
"AAD021_003568","midnightblue"
"AAD021_003571","grey60"
"AAD021_003573","green"
"AAD021_003575","turquoise"
"AAD021_003581","violet"
"AAD021_003582","brown"
"AAD021_003586","lightyellow"
"AAD021_003588","turquoise"
"AAD021_003590","green"
"AAD021_003592","green"
"AAD021_003594","yellow"
"AAD021_003596","tan"
"AAD021_003598","pink"
"AAD021_003599","blue"
"AAD021_003600","lightcyan"
"AAD021_003603","blue"
"AAD021_003605","grey"
"AAD021_003608","turquoise"
"AAD021_003610","tan"
"AAD021_003611","salmon"
"AAD021_003612","turquoise"
"AAD021_003613","lightyellow"
"AAD021_003615","brown"
"AAD021_003616","yellow"
"AAD021_003617","cyan"
"AAD021_003618","orangered4"
"AAD021_003620","midnightblue"
"AAD021_003621","greenyellow"
"AAD021_003623","red"
"AAD021_003624","blue"
"AAD021_003625","turquoise"
"AAD021_003626","turquoise"
"AAD021_003627","brown"
"AAD021_003637","greenyellow"
"AAD021_003638","darkgreen"
"AAD021_003639","magenta"
"AAD021_003640","paleturquoise"
"AAD021_003641","yellow"
"AAD021_003642","yellow"
"AAD021_003644","turquoise"
"AAD021_003646","grey60"
"AAD021_003649","blue"
"AAD021_003650","blue"
"AAD021_003652","royalblue"
"AAD021_003655","blue"
"AAD021_003657","blue"
"AAD021_003659","purple"
"AAD021_003660","green"
"AAD021_003661","tan"
"AAD021_003663","blue"
"AAD021_003664","green"
"AAD021_003665","grey"
"AAD021_003666","blue"
"AAD021_003671","saddlebrown"
"AAD021_003672","yellow"
"AAD021_003674","blue"
"AAD021_003675","midnightblue"
"AAD021_003676","midnightblue"
"AAD021_003677","salmon"
"AAD021_003678","lightsteelblue1"
"AAD021_003679","cyan"
"AAD021_003680","skyblue3"
"AAD021_003682","tan"
"AAD021_003685","lightcyan"
"AAD021_003687","brown"
"AAD021_003688","pink"
"AAD021_003689","blue"
"AAD021_003690","saddlebrown"
"AAD021_003693","red"
"AAD021_003694","green"
"AAD021_003695","blue"
"AAD021_003696","tan"
"AAD021_003697","plum1"
"AAD021_003698","turquoise"
"AAD021_003700","yellow"
"AAD021_003701","black"
"AAD021_003702","magenta"
"AAD021_003703","red"
"AAD021_003704","turquoise"
"AAD021_003706","green"
"AAD021_003707","grey60"
"AAD021_003708","paleturquoise"
"AAD021_003709","lightyellow"
"AAD021_003711","darkorange"
"AAD021_003712","lightsteelblue1"
"AAD021_003713","orangered4"
"AAD021_003717","brown"
"AAD021_003718","greenyellow"
"AAD021_003721","turquoise"
"AAD021_003722","lightyellow"
"AAD021_003723","blue"
"AAD021_003724","blue"
"AAD021_003725","tan"
"AAD021_003727","turquoise"
"AAD021_003728","green"
"AAD021_003730","brown"
"AAD021_003731","brown"
"AAD021_003732","blue"
"AAD021_003737","black"
"AAD021_003738","yellow"
"AAD021_003739","green"
"AAD021_003742","turquoise"
"AAD021_003745","turquoise"
"AAD021_003746","lightsteelblue1"
"AAD021_003747","greenyellow"
"AAD021_003749","turquoise"
"AAD021_003750","cyan"
"AAD021_003752","yellow"
"AAD021_003754","salmon"
"AAD021_003756","brown"
"AAD021_003757","red"
"AAD021_003760","green"
"AAD021_003763","green"
"AAD021_003764","sienna3"
"AAD021_003765","blue"
"AAD021_003766","midnightblue"
"AAD021_003770","green"
"AAD021_003774","cyan"
"AAD021_003775","black"
"AAD021_003777","blue"
"AAD021_003778","red"
"AAD021_003779","black"
"AAD021_003780","red"
"AAD021_003782","darkorange"
"AAD021_003783","mediumpurple3"
"AAD021_003784","yellow"
"AAD021_003785","turquoise"
"AAD021_003790","darkgrey"
"AAD021_003791","lightgreen"
"AAD021_003792","grey60"
"AAD021_003794","purple"
"AAD021_003795","salmon"
"AAD021_003797","green"
"AAD021_003798","purple"
"AAD021_003801","turquoise"
"AAD021_003803","brown"
"AAD021_003804","turquoise"
"AAD021_003805","turquoise"
"AAD021_003808","darkgrey"
"AAD021_003809","black"
"AAD021_003814","brown"
"AAD021_003816","brown"
"AAD021_003820","yellow"
"AAD021_003821","turquoise"
"AAD021_003830","brown"
"AAD021_003833","black"
"AAD021_003839","lightyellow"
"AAD021_003840","green"
"AAD021_003841","orange"
"AAD021_003844","royalblue"
"AAD021_003847","cyan"
"AAD021_003848","darkgrey"
"AAD021_003849","tan"
"AAD021_003850","blue"
"AAD021_003852","green"
"AAD021_003855","turquoise"
"AAD021_003856","grey"
"AAD021_003857","orangered4"
"AAD021_003859","red"
"AAD021_003861","yellow"
"AAD021_003862","violet"
"AAD021_003865","green"
"AAD021_003867","blue"
"AAD021_003869","violet"
"AAD021_003870","yellow"
"AAD021_003871","black"
"AAD021_003873","brown"
"AAD021_003874","grey"
"AAD021_003875","blue"
"AAD021_003876","orange"
"AAD021_003878","black"
"AAD021_003879","black"
"AAD021_003880","royalblue"
"AAD021_003882","cyan"
"AAD021_003885","darkred"
"AAD021_003886","pink"
"AAD021_003888","blue"
"AAD021_003889","black"
"AAD021_003890","yellowgreen"
"AAD021_003893","skyblue3"
"AAD021_003897","steelblue"
"AAD021_003899","magenta"
"AAD021_003900","turquoise"
"AAD021_003902","yellow"
"AAD021_003904","turquoise"
"AAD021_003906","darkorange"
"AAD021_003907","red"
"AAD021_003910","yellow"
"AAD021_003912","salmon"
"AAD021_003913","white"
"AAD021_003914","white"
"AAD021_003915","grey"
"AAD021_003916","magenta"
"AAD021_003918","grey"
"AAD021_003919","turquoise"
"AAD021_003920","royalblue"
"AAD021_003924","skyblue3"
"AAD021_003925","blue"
"AAD021_003926","purple"
"AAD021_003927","brown"
"AAD021_003931","turquoise"
"AAD021_003932","green"
"AAD021_003933","yellow"
"AAD021_003935","grey"
"AAD021_003936","red"
"AAD021_003938","purple"
"AAD021_003939","blue"
"AAD021_003940","black"
"AAD021_003941","blue"
"AAD021_003942","red"
"AAD021_003943","turquoise"
"AAD021_003944","red"
"AAD021_003945","darkgreen"
"AAD021_003946","salmon"
"AAD021_003947","red"
"AAD021_003950","royalblue"
"AAD021_003951","black"
"AAD021_003954","blue"
"AAD021_003955","skyblue"
"AAD021_003956","royalblue"
"AAD021_003958","royalblue"
"AAD021_003960","tan"
"AAD021_003961","blue"
"AAD021_003965","yellow"
"AAD021_003968","turquoise"
"AAD021_003969","brown"
"AAD021_003970","turquoise"
"AAD021_003971","purple"
"AAD021_003972","turquoise"
"AAD021_003973","greenyellow"
"AAD021_003974","saddlebrown"
"AAD021_003976","pink"
"AAD021_003977","yellow"
"AAD021_003978","darkgrey"
"AAD021_003983","turquoise"
"AAD021_003984","turquoise"
"AAD021_003985","blue"
"AAD021_003986","blue"
"AAD021_003987","turquoise"
"AAD021_003990","green"
"AAD021_003991","greenyellow"
"AAD021_003992","green"
"AAD021_003994","lightgreen"
"AAD021_003995","green"
"AAD021_003997","black"
"AAD021_004005","orangered4"
"AAD021_004006","pink"
"AAD021_004007","yellow"
"AAD021_004008","turquoise"
"AAD021_004011","lightgreen"
"AAD021_004012","sienna3"
"AAD021_004014","yellow"
"AAD021_004018","lightyellow"
"AAD021_004020","blue"
"AAD021_004021","grey"
"AAD021_004022","grey"
"AAD021_004029","grey"
"AAD021_004030","lightyellow"
"AAD021_004032","cyan"
"AAD021_004033","blue"
"AAD021_004034","royalblue"
"AAD021_004039","salmon"
"AAD021_004040","yellow"
"AAD021_004041","mediumpurple3"
"AAD021_004042","orangered4"
"AAD021_004044","yellow"
"AAD021_004045","yellow"
"AAD021_004048","darkred"
"AAD021_004049","yellow"
"AAD021_004051","darkgreen"
"AAD021_004052","blue"
"AAD021_004054","midnightblue"
"AAD021_004056","red"
"AAD021_004057","greenyellow"
"AAD021_004060","pink"
"AAD021_004061","darkred"
"AAD021_004062","salmon"
"AAD021_004064","pink"
"AAD021_004065","blue"
"AAD021_004069","purple"
"AAD021_004070","lightgreen"
"AAD021_004071","blue"
"AAD021_004073","greenyellow"
"AAD021_004074","blue"
"AAD021_004077","paleturquoise"
"AAD021_004078","yellow"
"AAD021_004082","blue"
"AAD021_004084","turquoise"
"AAD021_004085","yellow"
"AAD021_004087","turquoise"
"AAD021_004088","turquoise"
"AAD021_004090","green"
"AAD021_004092","blue"
"AAD021_004093","steelblue"
"AAD021_004094","blue"
"AAD021_004095","mediumpurple3"
"AAD021_004097","pink"
"AAD021_004098","greenyellow"
"AAD021_004099","plum1"
"AAD021_004101","lightyellow"
"AAD021_004103","purple"
"AAD021_004106","cyan"
"AAD021_004107","turquoise"
"AAD021_004108","magenta"
"AAD021_004121","purple"
"AAD021_004122","pink"
"AAD021_004123","lightgreen"
"AAD021_004124","darkorange"
"AAD021_004127","turquoise"
"AAD021_004129","purple"
"AAD021_004132","brown"
"AAD021_004133","black"
"AAD021_004134","darkorange"
"AAD021_004136","grey60"
"AAD021_004137","red"
"AAD021_004140","orange"
"AAD021_004142","yellowgreen"
"AAD021_004143","grey60"
"AAD021_004144","salmon"
"AAD021_004146","grey"
"AAD021_004147","brown"
"AAD021_004148","pink"
"AAD021_004149","pink"
"AAD021_004150","blue"
"AAD021_004151","turquoise"
"AAD021_004152","magenta"
"AAD021_004153","black"
"AAD021_004154","darkolivegreen"
"AAD021_004155","brown"
"AAD021_004157","yellow"
"AAD021_004158","green"
"AAD021_004159","grey60"
"AAD021_004161","greenyellow"
"AAD021_004163","turquoise"
"AAD021_004164","steelblue"
"AAD021_004166","yellow"
"AAD021_004169","yellow"
"AAD021_004170","turquoise"
"AAD021_004173","pink"
"AAD021_004174","green"
"AAD021_004177","skyblue"
"AAD021_004178","orangered4"
"AAD021_004179","turquoise"
"AAD021_004180","turquoise"
"AAD021_004182","green"
"AAD021_004184","yellow"
"AAD021_004185","pink"
"AAD021_004186","darkturquoise"
"AAD021_004189","midnightblue"
"AAD021_004190","greenyellow"
"AAD021_004192","turquoise"
"AAD021_004195","turquoise"
"AAD021_004196","turquoise"
"AAD021_004199","midnightblue"
"AAD021_004204","grey"
"AAD021_004207","royalblue"
"AAD021_004211","grey"
"AAD021_004212","darkgreen"
"AAD021_004213","salmon"
"AAD021_004215","darkgrey"
"AAD021_004218","grey"
"AAD021_004219","red"
"AAD021_004222","purple"
"AAD021_004224","black"
"AAD021_004227","orange"
"AAD021_004229","grey60"
"AAD021_004232","green"
"AAD021_004235","magenta"
"AAD021_004236","skyblue3"
"AAD021_004238","turquoise"
"AAD021_004239","turquoise"
"AAD021_004240","yellow"
"AAD021_004241","pink"
