"","GPNJ7M_11_sample_2C","GPNJ7M_12_sample_2D","GPNJ7M_14_sample_2F","GPNJ7M_15_sample_2G","GPNJ7M_16_sample_2H","GPNJ7M_1_sample_1A","GPNJ7M_2_sample_1B","GPNJ7M_4_sample_1D","GPNJ7M_5_sample_1E","GPNJ7M_6_sample_1F","GPNJ7M_7_sample_1G","GPNJ7M_8_sample_1H"
"PTI98_002195",2.0584654099897,3.23301285601743,1.56794816890117,-1.17257982346882,0.270403248537346,2.52907405424831,-1.17257982346882,-1.17257982346882,2.20034133701902,2.15459119646765,1.82025973505493,3.96972577299449
"PTI98_002220",2.31585836145316,1.78791483242225,2.10312572259122,-1.17257982346882,1.48807737048635,1.57782040862459,1.47245443193457,1.94422265751659,1.65511803497646,1.26742104854667,1.31626595058094,0.196561525392576
"PTI98_002221",4.41121919905948,3.23301285601743,2.51729831562819,-1.17257982346882,2.35389613210822,2.69356604766692,1.47245443193457,3.31903267322355,2.20034133701902,3.87499163729178,2.654509829788,3.25454979793013
"PTI98_002223",2.31585836145316,2.50220713897688,4.15260873575107,5.20065805120467,4.48844816770908,3.3161704791616,4.43466820830389,4.95323934419939,5.14283833230814,3.87499163729178,3.39098836337533,4.35110816126377
"PTI98_002226",2.0584654099897,1.78791483242225,0.796685504750326,0.745265633439192,1.34956308642947,1.76031495705767,1.47245443193457,-1.17257982346882,1.65511803497646,-1.17257982346882,1.53523320490843,1.5525568414946
"PTI98_002227",1.75913127261065,-1.17257982346882,1.56794816890117,1.50240197099143,2.31198284287065,1.80319354921381,1.47245443193457,2.52019617123062,2.62100794103489,1.26742104854667,2.96486199788384,0.196561525392576
"PTI98_002234",1.75913127261065,-1.17257982346882,-1.17257982346882,-1.17257982346882,0.818576832518646,1.20491520382667,-1.17257982346882,2.52019617123062,-1.17257982346882,1.76497121875851,1.73016906827381,2.49892332649334
"PTI98_002236",4.41121919905948,2.50220713897688,0.796685504750326,2.43890643112609,2.57518745998128,3.29711642695878,-1.17257982346882,1.09641918623593,3.25713645112471,3.72900844965454,3.18990482505652,2.08592141634812
"PTI98_002238",2.74400720640356,1.78791483242225,1.56794816890117,0.745265633439192,1.25072889930065,1.42757816197568,-1.17257982346882,-1.17257982346882,0.86542907135687,2.47620684487361,2.06654291145747,1.5525568414946
"PTI98_002242",4.41121919905948,4.39606677855255,3.14532154059744,1.50240197099143,3.82543167065878,4.86307103658425,3.48772269336796,3.61952478582409,4.10818936320857,4.1360365260879,5.17555989533824,4.13148619650447
"PTI98_002245",0.319263158280346,1.28767672530851,0.796685504750326,3.06047011086995,2.05475470806188,2.21843726176262,2.40296460049726,1.09641918623593,1.65511803497646,0.562798848143859,2.76361616390884,3.37535289987503
"PTI98_002251",1.75913127261065,-1.17257982346882,0.796685504750326,0.745265633439192,0.975401028744699,1.71639576720984,-1.17257982346882,-1.17257982346882,-1.17257982346882,1.76497121875851,1.42914893733673,1.2113321210164
"PTI98_002252",3.52084203948736,-1.17257982346882,-1.17257982346882,1.50240197099143,-0.253609944787348,3.09516083214666,-1.17257982346882,1.94422265751659,3.50969426774811,0.562798848143859,2.14181028013953,0.196561525392576
"PTI98_002274",3.09370728148196,3.23301285601743,2.10312572259122,0.745265633439192,0.681090372317174,5.4845395831172,1.47245443193457,4.30531631963416,3.73181371840839,2.47620684487361,0.408408419930904,2.08592141634812
"PTI98_002276",6.86992325023705,4.16602537548179,3.14532154059744,3.52826379516917,5.90303175659906,2.34895016615026,1.47245443193457,3.61952478582409,1.65511803497646,1.76497121875851,1.82025973505493,0.784590482564709
"PTI98_002293",0.947999999121704,0.578414419554943,3.9906586279833,1.50240197099143,1.46573412658668,0.371208821882464,1.47245443193457,-1.17257982346882,0.86542907135687,0.562798848143859,0.186405535984064,0.784590482564709
"PTI98_002311",3.86744513922541,3.90457220507862,4.30195283603407,3.06047011086995,3.78068651209103,4.74196979620508,2.40296460049726,2.96099480334612,3.50969426774811,3.57021574467653,5.5687311673696,4.54859049338487
"PTI98_002315",2.31585836145316,-1.17257982346882,4.80655425257527,3.06047011086995,3.74143122645725,1.42757816197568,1.47245443193457,1.09641918623593,0.86542907135687,2.99115929649454,0.924948450460626,0.196561525392576
"PTI98_002334",1.40016337366744,2.17931228506395,2.10312572259122,2.02977555087349,1.677473844447,2.11415458266372,-1.17257982346882,-1.17257982346882,1.65511803497646,1.76497121875851,1.98807046577435,0.784590482564709
"PTI98_002336",2.0584654099897,2.17931228506395,3.14532154059744,5.66147186166692,3.10811344172042,3.19883610684877,4.43466820830389,4.65567355096233,3.9296675976897,1.76497121875851,3.79966674735431,4.4849370492255
"PTI98_002337",2.92680513188122,1.28767672530851,2.85686792175869,1.50240197099143,1.46573412658668,1.47908613872066,1.47245443193457,1.94422265751659,-1.17257982346882,2.15459119646765,1.0656872299899,1.2113321210164
"PTI98_002343",1.75913127261065,1.78791483242225,-1.17257982346882,2.43890643112609,1.09095823431299,1.08178235432852,1.47245443193457,1.94422265751659,-1.17257982346882,-1.17257982346882,0.600490449817654,1.2113321210164
"PTI98_002346",1.75913127261065,-1.17257982346882,2.51729831562819,2.02977555087349,1.48807737048635,0.727030346417546,1.47245443193457,1.09641918623593,1.65511803497646,-1.17257982346882,0.924948450460626,0.196561525392576
"PTI98_002347",2.31585836145316,1.28767672530851,2.10312572259122,-1.17257982346882,1.37342007734097,0.948943102325955,2.40296460049726,1.09641918623593,0.86542907135687,2.15459119646765,0.770992275121314,1.83873775758507
"PTI98_002356",2.0584654099897,0.578414419554943,3.39564279260443,1.50240197099143,1.77465719603389,1.88602800331174,-1.17257982346882,-1.17257982346882,2.20034133701902,1.76497121875851,2.47821773237169,2.08592141634812
"PTI98_002357",0.319263158280346,-1.17257982346882,3.81312412299833,1.50240197099143,1.73640899679207,1.42757816197568,2.40296460049726,1.09641918623593,1.65511803497646,2.15459119646765,1.31626595058094,1.5525568414946
"PTI98_002358",2.0584654099897,1.78791483242225,2.85686792175869,3.06047011086995,1.71697709700697,1.92607461922108,2.40296460049726,1.09641918623593,0.86542907135687,1.26742104854667,1.53523320490843,2.30384862040638
"PTI98_002365",-1.17257982346882,-1.17257982346882,5.01763533311549,0.745265633439192,2.46127416602716,-1.17257982346882,-1.17257982346882,-1.17257982346882,-1.17257982346882,-1.17257982346882,-0.435666643392088,0.784590482564709
"PTI98_002372",0.947999999121704,1.28767672530851,0.796685504750326,2.02977555087349,1.00504795926114,0.948943102325955,-1.17257982346882,1.09641918623593,1.65511803497646,1.26742104854667,1.82025973505493,0.784590482564709
"PTI98_002379",2.92680513188122,1.78791483242225,-1.17257982346882,2.43890643112609,1.92006732309222,1.67138101055843,2.40296460049726,1.09641918623593,2.20034133701902,2.47620684487361,0.600490449817654,0.196561525392576
"PTI98_002380",-1.17257982346882,2.17931228506395,3.14532154059744,2.02977555087349,3.92373537365091,2.79587909992478,4.43466820830389,2.52019617123062,2.96536068584252,1.76497121875851,2.41561228309687,2.83762444379481
"PTI98_002394",0.947999999121704,0.578414419554943,2.51729831562819,3.30891725190057,3.63939631682483,2.07804477489074,2.40296460049726,-1.17257982346882,2.62100794103489,2.47620684487361,2.70983708039502,1.83873775758507
"PTI98_002402",1.40016337366744,0.578414419554943,2.51729831562819,2.43890643112609,4.03961254920271,2.284838060435,4.16873076966879,2.52019617123062,1.65511803497646,-1.17257982346882,1.90609213876068,1.83873775758507
"PTI98_002403",3.09370728148196,2.17931228506395,3.14532154059744,3.30891725190057,3.68772852269067,3.75317706718814,3.02148238319831,3.87752956158924,2.96536068584252,1.26742104854667,4.05534022556099,4.05235466675133
"PTI98_002416",0.947999999121704,2.50220713897688,1.56794816890117,2.02977555087349,2.31198284287065,2.284838060435,2.40296460049726,2.96099480334612,0.86542907135687,2.47620684487361,1.63534752637417,2.98694174768605
"PTI98_002423",6.80530357470656,7.8503056873441,8.35426707003407,8.8363122589975,9.38370147942589,6.82733201573137,8.65027482123288,8.07689714985576,8.09732130503136,6.3216425911969,7.32787160982767,7.54900678916933
"PTI98_002430",0.319263158280346,-1.17257982346882,7.32466265205749,6.0330632088957,8.51011323629647,-1.17257982346882,4.66889992323456,1.09641918623593,-1.17257982346882,1.26742104854667,-1.17257982346882,-1.17257982346882
