"","GPNJ7M_11_sample_2C","GPNJ7M_12_sample_2D","GPNJ7M_14_sample_2F","GPNJ7M_15_sample_2G","GPNJ7M_16_sample_2H","GPNJ7M_1_sample_1A","GPNJ7M_2_sample_1B","GPNJ7M_4_sample_1D","GPNJ7M_5_sample_1E","GPNJ7M_6_sample_1F","GPNJ7M_7_sample_1G","GPNJ7M_8_sample_1H"
"PTI98_002221",4.88534793135625,3.97506832029737,3.53647826521692,0.99946792254089,3.43717784320224,3.6971696144071,2.87116778465978,4.08587274330952,3.30838461658106,4.50220880763316,3.6730791148012,4.01283754772152
"PTI98_002223",3.40999070441456,3.47609377373328,4.68390868378497,5.4122502345341,4.94281805443094,4.13182219436918,4.95045376455177,5.25780987968504,5.38446139625813,4.50220880763316,4.18784597884601,4.79103697985661
"PTI98_002236",4.88534793135625,3.47609377373328,2.38409786150298,3.45979907641674,3.58911249030514,4.11841751199236,0.99946792254089,2.57844599766857,4.03364267078952,4.39772386072158,4.04637318736522,3.21530340593981
"PTI98_002242",4.88534793135625,4.79794045540275,3.96969922829502,2.83207913378463,4.46353879729915,5.24694082209713,4.26665594636364,4.29696674076969,4.63669561643026,4.6906221461099,5.47763120615832,4.63277027302891
"PTI98_002274",3.94649569862623,3.97506832029737,3.25423797082985,2.33591678210016,2.31589905594827,5.69829082472558,2.87116778465978,4.78902907959161,4.36705850697776,3.52368219406201,2.15140782680691,3.21530340593981
"PTI98_002276",6.68964356995725,4.6325617078677,3.96969922829502,4.21083933986036,5.96922248298152,3.45879660061589,2.87116778465978,4.29696674076969,2.94226465536689,3.03955810793633,3.09953559615996,2.35758104556025
"PTI98_002311",4.49224237499199,4.44541862511417,4.79193601668412,3.8855164657251,4.43152362385258,5.15895706077336,3.50790340756215,3.8372756394936,4.21018950746235,4.28491584932257,5.7633370614704,4.93349573006397
"PTI98_002336",3.23465494221526,3.25877429106653,3.96969922829502,5.74564100068323,3.95782663392619,4.04940440802605,4.95045376455177,5.0425185742536,4.50826553690166,3.03955810793633,4.47873999038634,4.88756926719603
"PTI98_002401",2.07688069180894,0.99946792254089,2.38409786150298,3.45979907641674,5.95811167528525,1.6994919887133,4.75685105845525,0.99946792254089,2.42118330838972,2.70620721782037,0.99946792254089,1.97685449098506
"PTI98_002402",2.79176825766092,2.21213038420648,3.53647826521692,3.45979907641674,4.61767317456806,3.4146576052301,4.75685105845525,3.53410688171154,2.94226465536689,0.99946792254089,3.15799686678834,3.0499963849458
"PTI98_002403",3.94649569862623,3.25877429106653,3.96969922829502,4.05759789619036,4.36523920015947,4.44194961957463,3.93836562205458,4.48057950152865,3.8315693900068,2.70620721782037,4.66342965972698,4.57585148371961
"PTI98_002423",6.639808283129,7.41124511018729,7.94508098293489,8.3981812043054,9.06291331041859,6.69323737584357,8.3083302442422,7.67873791940003,7.68613303272067,6.28052700032818,7.09454104869711,7.1804074767931
"PTI98_002430",2.07688069180894,0.99946792254089,7.03516120304675,6.0161190864294,8.11505929377561,0.99946792254089,5.12095083970336,2.57844599766857,0.99946792254089,2.70620721782037,0.99946792254089,0.99946792254089
