"","GPNJ7M_11_sample_2C","GPNJ7M_12_sample_2D","GPNJ7M_14_sample_2F","GPNJ7M_15_sample_2G","GPNJ7M_16_sample_2H","GPNJ7M_1_sample_1A","GPNJ7M_2_sample_1B","GPNJ7M_4_sample_1D","GPNJ7M_5_sample_1E","GPNJ7M_6_sample_1F","GPNJ7M_7_sample_1G","GPNJ7M_8_sample_1H"
"PTI98_002195",5.76531271245177,12.5735425351735,3.96937445420819,0,1.08232185050588,8.00184093835209,0,0,6.38104271695613,6.17730830840179,4.83259426915478,19.6026970372953
"PTI98_002220",6.91837525494212,4.71507845069005,5.95406168131228,0,3.72048136111397,4.00092046917605,3.67309255663219,5.30282582084278,4.25402847797075,3.08865415420089,3.22172951276985,0.980134851864768
"PTI98_002221",25.3673759347878,12.5735425351735,7.93874890841637,0,7.10273714394485,8.92513027739272,3.67309255663219,13.2570645521069,6.38104271695613,18.5319249252054,8.69866968447861,12.741753074242
"PTI98_002223",6.91837525494212,7.85846408448342,21.831559498145,39.5251558379128,26.5168853373941,13.2338138595823,25.7116478964254,34.468367835478,38.2862563017368,18.5319249252054,13.8534369049104,24.5033712966192
"PTI98_002226",5.76531271245177,4.71507845069005,1.98468722710409,1.88215027799585,3.31461066717426,4.61644669520313,3.67309255663219,0,4.25402847797075,0,3.86607541532383,3.92053940745907
"PTI98_002227",4.61225016996141,0,3.96937445420819,3.7643005559917,6.899801796975,4.7703282517099,3.67309255663219,7.95423873126416,8.5080569559415,3.08865415420089,10.6317073921405,0.980134851864768
"PTI98_002234",4.61225016996141,0,0,0,2.02935346969853,2.92374957362865,0,7.95423873126416,0,4.63298123130134,4.5104213178778,7.84107881491814
"PTI98_002236",25.3673759347878,7.85846408448342,1.98468722710409,7.52860111198339,8.25270411010735,13.0799323030755,0,2.65141291042139,12.7620854339123,16.9875978481049,12.2425721485254,5.8808091111886
"PTI98_002238",9.22450033992283,4.71507845069005,3.96937445420819,1.88215027799585,3.04403020454779,3.53927579965573,0,0,2.12701423898538,7.72163538550223,5.79911312298574,3.92053940745907
"PTI98_002242",25.3673759347878,25.1470850703469,11.9081233626246,3.7643005559917,17.9936007646603,32.7767715359422,14.6923702265288,15.9084774625283,21.2701423898538,21.6205790794063,38.9829271045152,21.5629667410249
"PTI98_002245",1.15306254249035,3.14338563379337,1.98468722710409,11.2929016679751,5.7498348308125,6.46302537328438,7.34618511326439,2.65141291042139,4.25402847797075,1.54432707710045,9.34301558703258,13.7218879261067
"PTI98_002251",4.61225016996141,0,1.98468722710409,1.88215027799585,2.36757904798162,4.46256513869636,0,0,0,4.63298123130134,3.54390246404684,2.9404045555943
"PTI98_002252",14.9898130523746,0,0,3.7643005559917,0.473515809596323,11.5411167380078,0,5.30282582084278,14.8890996728976,1.54432707710045,6.12128607426272,0.980134851864768
